Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody
Quán ăn	Cô Bông - Bún Mắm - Chợ Tân Định	Đối Diện 125 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	999+	05:00 - 17:00	35,000	45,000	0.0%	7.9	15
Ăn vặt/vỉa hè	Chè Vân - Chợ Tân Định	Đối Diện 125 Nguyễn Hữu Cầu (Bên Hong Chợ Tân Định), P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:00 - 19:00	8,000	20,000	0.0%	6.8	7
Quán ăn	Hoàng Ty Group - Đặc sản Trảng Bàng - Nguyễn Hữu Cầu	 01 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	500+	10:00 - 21:00	60,000	110,000	0.0%	6.8	123
Quán ăn	Tí Bu - Mì Gói &amp; Nui Xào Bò	79/8 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	500+	06:00 - 20:00	35,000	40,000	0.0%	6.6	7
Café/Dessert	Miss Đác - Chè Không Ngọt - Hoàng Sa	111B Hoàng Sa, P. Đa Kao, Quận 1, TP. HCM	4.5	999+	09:15 - 21:45	0	20,000	ShopeeFood</span	7.3	11
Ăn vặt/vỉa hè	Dimsum Homemade - Há Cảo Đặc Biệt - Trần Khắc Chân	77 Trần Khắc Chân, Quận 1, TP. HCM	4.5	999+	08:00 - 21:45	30,000	30,000	0.0%	6.1	126
Nhà hàng	Gogi House - Quán Nướng Hàn Quốc - Đinh Tiên Hoàng	229 - 231 Đinh Tiên Hoàng, P. Tân Định, Quận 1, TP. HCM	4.5	100+	10:00 - 20:00	89,000	500,000	0.0%	8.1	174
Quán ăn	Bếp Huế - Authentic Vietnamese Restaurant	89 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM	4.5	500+	08:00 - 20:30	20,000	100,000	0.0%	8.3	100
Quán ăn	Tân Kim Mã Mì Gia - Trần Khắc Chân	77 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	999+	08:00 - 22:00	30,000	35,000	0.0%	5.9	8
Café/Dessert	Sinh Tố Ly's - Hoàng Sa	175B Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	0.0	3	10:30 - 23:00	15,000	35,000	0.0%	10.0	1
Café/Dessert	Gờ Cafe - Hoàng Sa	133A Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	100+	06:30 - 21:30	20,000	40,000	0.0%	10.0	1
Ăn vặt/vỉa hè, Shop Online	Ăn Vặt Bé Mỡ - Cá Viên Chiên - Nguyễn Văn Nguyễn (không có menu)	212/321/15 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	500+	10:00 - 23:59	3,000	20,000	0.0%	0	0
Café/Dessert	Phúc Long Đinh Tiên Hoàng	197 Đinh Tiên Hoàng, P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:00 - 22:00	35,000	65,000	0.0%	5.2	166
Quán ăn	Bà Dú Quán - Mì Xào &amp; Nui Xào	214/19/1C Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:00 - 20:00	35,000	35,000	0.0%	4.9	10
Café/Dessert	Phúc Long Trần Quang Khải	46 Trần Quang Khải, Tân Định, Quận 1, TP. HCM	4.5	999+	07:00 - 22:00	30,000	60,000	0.0%	5.1	31
Café/Dessert	Dâu Nhà Ken - 466bis/1 Hai Bà Trưng (không có menu)	466bis/1 Hai Bà Trưng, P. Tân ĐỊnh, Quận 1, TP. HCM	4.5	100+	10:20 - 21:45	29,000	149,000	0.0%	8.5	8
Café/Dessert	Cà Phê Trứng 3T - Trần Khánh Dư	5 Trần Khánh Dư, P. Tân Định, Quận 1, TP. HCM	4.5	10+	08:00 - 23:00	30,000	60,000	0.0%	4.2	1
Ăn vặt/vỉa hè	Bx's Food &amp; Drinks	214/19/1 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	100+	10:00 - 23:59	20,000	50,000	0.0%	8.8	1
Café/Dessert	The Coffee Factory - Trần Quang Khải (không có menu)	62 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	100+	07:30 - 17:00	20,000	45,000	0.0%	0	0
Café/Dessert	Gờ Cafe - Đặng Tất	5 Đặng Tất, P. Tân Định, Quận 1, TP. HCM	4.5	100+	06:30 - 21:30	20,000	50,000	0.0%	8.4	12
Café/Dessert	Nâu Sài Gòn - Cafe Trứng - Bà Lê Chân	25/4 Bà Lê Chân, P. Tân Định, Quận 1, TP. HCM	4.5	100+	08:00 - 19:00	18,000	45,000	0.0%	8.5	14
Shop Online	Okinawa Agata - Nước Chanh Nhật Bản - Shop Online	19 Đặng Dung, P. Tân Định, Quận 1, TP. HCM	3.5	5	10:00 - 19:00	45,000	50,000	0.0%	9.0	1
Quán ăn	Gà Ta Ngon Số 1 - Cơm Gà, Cháo Gà &amp; Gỏi Gà - Đinh Tiên Hoàng	226 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM	4.5	500+	08:30 - 21:30	20,000	200,000	0.0%	3.2	1
Café/Dessert	Green O - Sinh Tố Rau Sạch	416A1 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	500+	07:00 - 20:00	55,000	80,000	0.0%	8.2	16
Nhà hàng	Western Home Cooked Meal	225D Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	100+	10:30 - 22:00	30,000	2,100,000	0.0%	9.2	1
Quán ăn	Tiệm Xứ Quảng - Mì Quảng &amp; Bánh Xèo Miền Trung - Đinh Tiên Hoàng	233E Đinh Tiên Hoàng, P. Tân Định, Quận 1, TP. HCM	3.5	10+	06:30 - 22:00	55,000	255,000	0.0%	4.0	3
Ăn vặt/vỉa hè	Cuốn 6 Năm - Gỏi Cuốn &amp; Bún Thịt Nướng	30 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:00 - 18:00	5,000	25,000	0.0%	7.5	10
Ăn vặt/vỉa hè	Nori Fruit - Trái Cây Sạch	34Bis Trần Khánh Dư, P. Tân Định, Quận 1, TP. HCM	4.5	500+	10:00 - 23:00	10,000	200,000	0.0%	6.1	19
Quán ăn	Cơm Gà Hồng Thắng	378 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	999+	09:00 - 20:30	50,000	80,000	0.0%	5.2	42
Café/Dessert	Savo - Tea &amp; Herbs - Võ Thị Sáu	76 Võ Thị Sáu, P. Tân Định, Quận 1, TP. HCM	4.5	100+	08:00 - 21:00	25,000	50,000	0.0%	7.3	22
Quán ăn	PugFoodNow - Hủ Tiếu Bò Viên (không có menu)	212/325 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	100+	00:00 - 02:30 | 07:30 - 23:59	35,000	35,000	0.0%	0	0
Quán ăn	Quán Cầu Quan - Hải Sản Phan Thiết	81/9 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	10+	07:00 - 22:30	25,000	65,000	0.0%	7.7	23
Café/Dessert	Trà Dâu Mr. Đỏ - Đinh Tiên Hoàng	233A Đinh Tiên Hoàng, P. Tân Định, Quận 1, TP. HCM	4.5	100+	09:00 - 22:00	20,000	30,000	0.0%	<span>_._</span>	0
Café/Dessert	Cộng Cà Phê - Hai Bà Trưng	274 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	100+	07:15 - 22:30	20,000	60,000	0.0%	6.0	8
Quán ăn	Phở Hiền - Trần Quang Khải	68/9A Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	999+	06:00 - 22:00	15,000	39,000	ShopeeFood</span	6.5	57
Café/Dessert	Trà Sữa Nọng - Đinh Tiên Hoàng	202 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM	4.5	100+	08:30 - 21:30	19,000	40,000	0.0%	<span>_._</span>	0
Quán ăn	Quán Mạ Ơi - Món Huế	59 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM	4.5	500+	06:30 - 21:00	15,000	33,000	ShopeeFood</span	7.2	41
Nhà hàng	The Organic Bistro (không có menu)	54A Lý Văn Phức, P. Tân Định, Quận 1, TP. HCM	0	0	08:00 - 22:00	50,000	150,000	0.0%	0	0
Quán ăn	Cơm Thố Chợ Lớn - Trần Quang Khải	76 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	10+	09:00 - 23:30	12,000	65,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bánh Flan Flaon - Trần Khánh Dư	53/75 Trần Khánh Dư, P. Tân Định, Quận 1, TP. HCM	4.5	10+	09:00 - 20:00	0	0	0.0%	1.0	1
Quán ăn	Mì Khô Quảng Châu	Sạp Ăn Uống Đào Vĩnh Chiêu, Chợ Tân Định, 133 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	50+	00:05 - 02:00 | 09:00 - 23:55	30,000	60,000	ShopeeFood</span	6.7	42
Quán ăn	Tiệm Mì Cường Ký	51 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	50+	06:40 - 21:30	13,000	38,000	0.0%	7.4	5
Café/Dessert	Tiệm Trà Machicha - Lý Văn Phức	33/22 Lý Văn Phức, P. Tân Định, Quận 1, TP. HCM	0.0	4	08:00 - 21:00	0	0	0.0%	9.5	62
Café/Dessert	Đen Choco Coffee - Trần Nguyên Đán	42 Trần Nguyên Đán, P. Tân Định, Quận 1, TP. HCM	0.0	3	07:00 - 22:00	19,000	39,000	0.0%	<span>_._</span>	0
Café/Dessert	Tiger Sugar - Đường Nâu Sữa - Hai Bà Trưng (không có menu)	362/19A Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	100+	08:00 - 23:59	33,000	50,000	0.0%	0	0
Café/Dessert	Rau Má Mix - 382 Hai Bà Trưng	382 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	100+	08:30 - 22:15	12,000	26,000	0.0%	<span>_._</span>	0
Quán ăn	Bếp Nhà - Nui Xào &amp; Bún Nem Nướng	101/21 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	10+	08:00 - 22:00	20,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Phở Hiền 1988	86 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	50+	06:01 - 21:00	50,000	75,000	0.0%	9.2	1
Nhà hàng	Lil' Sago Cơm &amp; Lẩu - Trần Quý Khoách	16A Trần Quý Khoách, P. Tân Định, Quận 1, TP. HCM	4.5	10+	09:00 - 20:00	59,000	579,000	0.0%	<span>_._</span>	0
Quán ăn	Nhung - Hủ Tiếu Nam Vang Miền Tây	8 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	100+	07:00 - 15:00	55,000	55,000	ShopeeFood</span	6.7	11
Ăn vặt/vỉa hè	Bánh Khọt Đặng Dung	32/11 Đặng Dung, P. Tân Định, Quận 1, TP. HCM	4.5	999+	09:00 - 19:00	15,000	30,000	0.0%	6.4	55
Quán ăn	Bánh Tráng Trộn Má Ba - Trần Khắc Chân	109 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	10+	07:30 - 23:59	12,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Sunsky Milk Tea &amp; Coffee - Đinh Công Tráng	76 Đinh Công Tráng, P. Tân Định, Quận 1, TP. HCM	5.0	10+	06:00 - 21:00	20,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Hủ Tiếu Thái Lan - Pi Thai - Trần Quang Khải	182 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	100+	07:00 - 21:00	7,000	79,000	0.0%	<span>_._</span>	0
Quán ăn	Hao Thai - Bún Thái Cay - Trần Quý Khoách (không có menu)	16A Trần Quý Khoách, P. Tân Định, Quận 1, TP. HCM	4.5	100+	09:30 - 20:00	30,000	80,000	0.0%	0	0
Ăn vặt/vỉa hè	Cháo Sườn Bà Sáu	68/29B Trần Quang Khải (Trước Trường Tiểu Học Trần Quang Khải), P. Tân Định, Quận 1, TP. HCM	4.5	10+	05:00 - 19:00	20,000	30,000	0.0%	7.6	1
Café/Dessert, Quán ăn	CƠM TẤM G LALA - BÀ LÊ CHÂN	10 Bà Lê Chân, P. Tân Định, Quận 1, TP. HCM	4.5	50+	06:00 - 17:00	10,000	500,000	0.0%	<span>_._</span>	0
Quán ăn	Bún Đậu Mắm Tôm Kim Anh - Nguyễn Văn Nguyễn	25C Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	10+	10:00 - 22:00	19,000	39,000	0.0%	<span>_._</span>	0
Quán ăn	Tiệm Cơm Cô Ba - Nguyễn Văn Nguyễn	214/19/1 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	10+	07:30 - 18:30	35,000	50,000	0.0%	6.4	1
Café/Dessert	Trà Sữa Gong Cha - 貢茶 - Thảo Điền Pearl (không có menu)	Tầng 1, L1-23-L1-24, Tầng 1, Thảo Điền Pearl, 12 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM	4.5	999+	09:30 - 21:45	40,000	80,000	0.0%	7.2	44
Nhà hàng	Gà Rán KFC - Trần Não	72 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	999+	10:00 - 21:45	30,000	88,000	0.0%	7.0	28
Quán ăn	Mì Quảng 3 Anh Em Chính Gốc - Nguyễn Duy Trinh	300 Nguyễn Duy Trinh, Quận 2, TP. HCM	4.5	500+	06:00 - 22:00	30,000	40,000	0.0%	9.0	1
Café/Dessert	Trà Sữa Gong Cha - 貢茶 - Estella Place	Tầng 2, L2 - 4, Tầng 2 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM	4.5	999+	09:30 - 21:50	30,000	70,000	0.0%	7.7	14
Quán ăn	Đồ Ăn Vặt Fruits &amp; Bánh Tráng	09 Đường Số 10, P. Bình An, Quận 2, TP. HCM	4.5	10+	07:00 - 23:00	20,000	50,000	0.0%	9.9	5
Café/Dessert	Trà Sữa Bobapop - Nguyễn Duy Trinh	238 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM	4.5	999+	09:30 - 21:00	22,000	49,000	0.0%	6.3	8
Café/Dessert	CSpot Cafe - Đường Số 10	30 Đường Số 10, P. Thảo Điền, Quận 2, TP. HCM	0.0	4	07:00 - 17:00	0	0	0.0%	9.7	3
Nhà hàng	Pizza Hut - Trần Não	9 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	100+	09:00 - 21:30	150,000	330,000	0.0%	6.4	15
Nhà hàng, Café/Dessert	Double Tea - 69 Đường Số 19	69 Đường Số 19, P. An Phú, Quận 2, TP. HCM	4.5	100+	09:00 - 21:00	0	0	0.0%	8.9	3
Café/Dessert	TocoToco Bubble Tea - 537E Nguyễn Duy Trinh	537E Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM	4.5	999+	09:00 - 22:30	20,000	52,000	0.0%	3.4	1
Nhà hàng	Gà Rán KFC - Estella Place	Tầng 4, L4-03, Tầng 4 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM	4.5	100+	10:00 - 20:30	35,000	75,000	0.0%	3.8	2
Café/Dessert	Maison Marou Thao Dien	90 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM	4.5	100+	09:00 - 20:00	100,000	200,000	0.0%	8.4	12
Café/Dessert	River View Coffee &amp; Smoothies	8/11 Đường Số 49B, P. Thảo Điền, Quận 2, TP. HCM	3.5	10+	10:00 - 23:00	18,000	49,000	0.0%	8.8	16
Quán ăn	Mì Quảng 3 Anh Em Chính Gốc - Trần Não	49 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	500+	07:00 - 21:00	37,000	45,000	0.0%	<span>_._</span>	0
Café/Dessert	The Coffee House - 187 Trần Não, Q2	187 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	100+	07:00 - 20:30	30,000	60,000	0.0%	<span>_._</span>	0
Nhà hàng	Spicy Box - Tokbokki Hot Pot - Vincom Mega Mall Thảo Điền	Tầng 4, Tầng 4 Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	09:00 - 22:00	79,000	220,000	0.0%	7.9	109
Café/Dessert	Myracle Cafe	36 Đường Số 10, P. Thảo Điền, Quận 2, TP. HCM	5.0	1	06:30 - 21:30	35,000	60,000	0.0%	10.0	1
Café/Dessert	79 Milk Tea	79 Đường Số 3, P. Bình An, Quận 2, TP. HCM	4.5	100+	08:00 - 22:00	25,000	30,000	0.0%	7.2	2
Café/Dessert	PJ's Coffee - Sala Store	145 - 147 Nguyễn Cơ Thạch, Quận 2, TP. HCM	4.5	10+	07:00 - 20:00	20,000	70,000	0.0%	7.3	7
Nhà hàng	Baba's Kitchen - Ẩm Thực Ấn Độ - Lê Văn Miến	35 Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM	4.5	100+	10:30 - 22:30	15,000	340,000	0.0%	6.7	3
Quán ăn	Phở &amp; Cơm Tấm 36	36 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	07:00 - 21:00	25,000	35,000	0.0%	7.8	1
Café/Dessert	Phúc Long D39 Bình Trưng Tây	109 Đường 39, Ấp Trung 2, P. Bình Trưng Tây, Quận 2, TP. HCM	4.5	500+	07:00 - 21:00	35,000	75,000	0.0%	<span>_._</span>	0
Nhà hàng	Pizza Hut - Thảo Điền	11A Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	09:30 - 21:15	50,000	500,000	0.0%	<span>_._</span>	0
Quán ăn	Hiệp Ký Mì Gia - Nguyễn Duy Trinh	132 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM	4.5	100+	05:45 - 11:00 | 11:08 - 21:00	10,000	50,000	0.0%	<span>_._</span>	0
Tiệm bánh	Khánh Huyền Bakery - Bánh Mỳ - Nguyễn Duy Trinh	371 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM	4.5	50+	06:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Rita Võ Cafe - Trần Não	1 Trần Não, Quận 2, TP. HCM	4.5	10+	07:00 - 21:30	29,000	77,000	0.0%	6.9	2
Café/Dessert	KOHI COFFEE - Xuân Thủy	59 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	07:00 - 21:00	10,000	500,000	0.0%	<span>_._</span>	0
Café/Dessert	TRUNG NGUYÊN E COFFEE - SaLaFood - Hoàng Thế Thiện	62 Hoàng Thế Thiện, P. An Lợi Đông, Quận 2, TP. HCM	0.0	4	06:30 - 17:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Wow Taiwan Milk Tea - Vincom Mega Mall Thảo Điền	Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	09:00 - 21:00	20,000	50,000	0.0%	8.2	2
Café/Dessert	Léhi Café	280A20 Lương Định Của, P. An Phú, Quận 2, TP. HCM	4.5	10+	07:00 - 19:00	25,000	55,000	0.0%	8.1	6
Quán nhậu	Ngân Quán - Nhậu Hải Sản	65 Đường Số 7, P. An Phú, Quận 2, TP. HCM	0	0	10:00 - 21:00	50,000	110,000	0.0%	0	0
Quán ăn	QTOrganic - Coffee, Điểm Tâm &amp; Cơm Trưa Văn Phòng	138 Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM	4.5	10+	06:30 - 18:30	25,000	100,000	0.0%	8.2	1
Café/Dessert	Mr. Đậu - Soya Milk	30 Đường D, KĐT Lake View An Phú, Quận 2, TP. HCM	4.5	7	07:00 - 17:00	16,000	32,000	0.0%	9.3	3
Ăn vặt/vỉa hè	Hai 81 - Bò Lá Lốt &amp; Ăn Vặt	801 Nhà D Lô J Chung Cư Bình Khánh, Đường F, P. An Phú, Quận 2, TP. HCM	4.5	100+	10:00 - 15:00	5,000	40,000	0.0%	10.0	2
Café/Dessert	Zone - Gaming Lounge &amp; Coffee	23 Đường Số 7, P. An Phú, Quận 2, TP. HCM	3.5	10+	07:00 - 22:00	20,000	50,000	0.0%	7.6	13
Café/Dessert	Logistics Coffee - Cà Phê Thủ Công - Lương Định Của	280A6 Lương Định Của, P. An Phú, Quận 2, TP. HCM	5.0	1	07:00 - 17:00	30,000	79,000	0.0%	10.0	1
Café/Dessert	Sữa Chua Trân Châu Hạ Long - Nguyễn Duy Trinh	323 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM	4.5	500+	09:30 - 21:30	10,000	35,000	0.0%	<span>_._</span>	0
Shop Online	A&amp;T Food - Shop Online (không có menu)	109 Đường Số 8, P. Bình An, Quận 2, TP. HCM	4.5	100+	08:00 - 21:00	10,000	150,000	0.0%	0	0
Quán ăn	Quán Ăn 1976 - Món Ngon Vị Bắc - Đường Số 20	2 Đường Số 20 Trần Não, Quận 2, TP. HCM	4.5	100+	07:00 - 10:59 | 13:30 - 21:59	10,000	100,000	0.0%	6.5	8
Café/Dessert	Lá Tea &amp; Coffee	28 Đường Số 13, P. An Phú, Quận 2, TP. HCM	4.0	2	09:00 - 18:00	16,000	42,000	0.0%	9.2	2
Café/Dessert	ALL IN STATION	74 Nguyễn Cơ Thạch, Khu Đô Thị Sala, P. An Lợi Đông, Quận 2, TP. HCM	5.0	1	08:00 - 23:00	40,000	80,000	0.0%	8.9	5
Café/Dessert	Elfin - Kids &amp; Parents Cafe	51 Đường Số 8, KP. 4, P. Bình An, Quận 2, TP. HCM	3.5	10+	09:00 - 21:00	25,000	45,000	0.0%	9.5	2
Café/Dessert	Cafe Hương Sang	10B Đường Số 49B, P. Thảo Điền, Quận 2, TP. HCM	5.0	5	07:30 - 18:00	15,000	20,000	0.0%	9.5	2
Quán ăn	Bún Sạch - Bò Tươi	59 Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM	4.5	10+	06:00 - 21:00	30,000	100,000	0.0%	8.1	3
Café/Dessert	Tea For U	698A Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM	4.5	100+	09:00 - 21:30	22,000	45,000	0.0%	9.4	6
Café/Dessert	Coffee Day - Đường Số 66 (không có menu)	Aeon Citimart Tropic Garden, 49 Đường Số 66, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	08:30 - 19:30	10,000	30,000	0.0%	0	0
Café/Dessert	CE COFFEE - Nước Ép &amp; Sinh Tố - Lưu Đình Lễ	5 Lưu Đình Lễ, P. An Khánh, Quận 2, TP. HCM	0	0	07:00 - 21:00	20,000	35,000	0.0%	0	0
Café/Dessert	KA Milk Tea	43 Song Hành, P. An Phú, Quận 2, TP. HCM	4.5	500+	08:00 - 22:00	30,000	43,000	0.0%	8.0	39
Café/Dessert	Passio Coffee - 20 Nguyễn Đăng Giai	20 Nguyễn Đăng Giai, P. Thảo Điền, Quận 2, TP. HCM	4.5	500+	07:30 - 16:40	25,000	45,000	0.0%	<span>_._</span>	0
Quán ăn	Seya Store &amp; Cook - Cao Đức Lân	17-19 Cao Đức Lân, P. An Phú, Quận 2, TP. HCM	4.5	10+	10:00 - 18:30	7,000	80,000	0.0%	<span>_._</span>	0
Café/Dessert	Startup Coffee Box - Trần Não	187 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	100+	07:00 - 21:00	20,000	45,000	0.0%	<span>_._</span>	0
Quán ăn	Kungfu Chicken - The Vista An Phú	P1.04B The Vista An Phú, 628 Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM	4.5	100+	10:00 - 18:00	35,000	335,000	0.0%	7.8	3
Quán nhậu	Ngọc Linh Quán - Đặc Sản Dê Ninh Bình	47/1 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM	4.5	100+	09:00 - 23:00	15,000	450,000	0.0%	6.2	5
Nhà hàng	Spicy Box - Tokbokki Hot Pot - Estella Place	Tầng 4, L4-08, Tầng 4 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM	0.0	3	10:00 - 20:00	79,000	220,000	0.0%	7.9	10
Quán ăn	Vina Baby - Cháo Dinh Dưỡng - Trần Não	93 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	100+	06:00 - 18:33	15,000	25,000	0.0%	<span>_._</span>	0
Quán ăn	Dong Dong Ju - Quán Ăn Hàn Quốc	14E Đường Số 38, P. Thảo Điền, Quận 2, TP. HCM	4.0	10+	10:00 - 20:00	10,000	300,000	0.0%	9.0	1
Café/Dessert	Passio Coffee - 1 Lê Thước	1 Lê Thước, P. Thảo Điền, Quận 2, TP. HCM	4.5	500+	06:30 - 16:30	30,000	55,000	0.0%	<span>_._</span>	0
Café/Dessert	The Sailing Coffee &amp; More	3 - 5 Đường Số 7B, P. An Phú, Quận 2, TP. HCM	4.5	50+	07:00 - 18:00	35,000	60,000	0.0%	8.3	9
Café/Dessert	Café De Bodyfriend - Thảo Điền Pearl	Thảo Điền Pearl, 12 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	09:00 - 22:00	35,000	150,000	0.0%	9.8	3
Café/Dessert	G - House Coffee	49 Đường Số 43, P. Bình Trưng Tây, Quận 2, TP. HCM	0	0	06:00 - 22:00	20,000	45,000	0.0%	0	0
Quán ăn	Phở Hotpot - Vincom Mega Mall Thảo Điền	Tầng 4, Lầu 4 Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM	4.0	10+	09:00 - 21:00	30,000	55,000	0.0%	7.4	19
Café/Dessert	Life Juice Bar	204B/8 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	07:00 - 20:00	75,000	140,000	0.0%	8.9	4
Shop Online	Gà Nướng Đất Sét - Shop Online	79 Song Hành, P. An Phú, Quận 2, TP. HCM	0	0	08:30 - 23:00	350,000	350,000	0.0%	0	0
Nhà hàng	Bob Chef - Nhà Hàng Hàn Quốc - Lexington Residence	LA - 0104 Lexington Residence, 67 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM	3.5	7	10:00 - 22:00	80,000	450,000	0.0%	7.5	3
Ăn vặt/vỉa hè	Bánh Gạo Cay Oppa Tokbokki - Thái Thuận	3 Thái Thuận, P. An Phú, Quận 2, TP. HCM	4.5	10+	09:00 - 21:00	25,000	120,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Gà Xối Mỡ - Trần Não	35 Đường Số 12 Trần Não, P. Bình An, Quận 2, TP. HCM	4.5	10+	09:00 - 20:00	25,000	35,000	0.0%	<span>_._</span>	0
Quán ăn	Bò Né 3 Ngon - Ăn Uống - 38 Trần Lựu	38 Trần Lựu, P. An Phú, Quận 2, TP. HCM	4.5	10+	06:00 - 20:00	30,000	60,000	0.0%	5.8	5
Café/Dessert	Santo Coffee	25 Thái Thuận, P. An Phú, Quận 2, TP. HCM	4.5	6	09:00 - 21:00	25,000	100,000	0.0%	8.5	3
Café/Dessert	Daydreamers Coffee	12 Lương Định Của, P. An Phú, Quận 2, TP. HCM	0	0	07:00 - 21:00	25,000	50,000	0.0%	0	0
Quán ăn	Cô Ánh - Bánh Canh Bột Gạo	99 Đường Số 3, P. Bình An, Quận 2, TP. HCM	4.5	50+	07:00 - 21:00	40,000	45,000	0.0%	<span>_._</span>	0
