Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody
Quán ăn	Vịt Tỳ Bà Tứ Vị 91 - Đặc Sản Lạng Sơn Trứ Danh &amp; Đặc Sản Tây Bắc - Đường Số 6	7 Đường Số 6, P. Tân Kiểng, Quận 7, TP. HCM	0.0	1	10:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Gâu Gâu - Cơm Bò Xèo Chảo Gang	1171 Phạm Thế Hiển, P. 5, Quận 8, TP. HCM	4.5	500+	09:00 - 14:00 | 16:30 - 20:00	25,000	47,000	0.0%	8.1	10
Quán ăn	Deilyno - Bún Trộn Nam Bộ &amp; Miến Trộn Đặc Biệt - Đường TL18	109 Khu Phố 3B, Tỉnh Lộ 18, P. Thạnh Lộc, Quận 12, TP. HCM	4.5	100+	06:00 - 14:35	0	0	0.0%	<span>_._</span>	0
Shop Online	Ruby - Yaourt Sữa Tươi &amp; Khô Gà Lá Chanh - Shop Online - Đường Số 5B	81D Đường Số 5B, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	100+	09:00 - 23:30	4,000	160,000	0.0%	9.2	1
Quán ăn	Út Kiều - Cơm Gà Xối Mỡ &amp; Cơm Sườn Út Kiều	287 Đường Số 8, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	100+	10:00 - 22:00	30,000	50,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Ngọc Trinh - Bánh Tráng Siêu Cay - Hậu Giang	271 Hậu Giang, P. 5, Quận 6, TP. HCM	4.5	999+	09:00 - 22:00	10,000	15,000	0.0%	4.4	14
Quán ăn	Cơm Tấm &amp; Cơm Trưa Văn Phòng 168 - Lý Thánh Tông	168 Đường Lý Thánh Tông, P. Hiệp Tân, Tân Phú, TP. HCM	4.5	10+	06:00 - 19:00	5,000	99,000	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Him Lam	117 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM	4.5	999+	08:00 - 23:30	29,000	49,000	0.0%	6.6	21
Ăn vặt/vỉa hè	Mẹ Ri - Ăn Vặt	34 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM	4.5	10+	07:00 - 17:00	10,000	269,000	0.0%	<span>_._</span>	0
Café/Dessert	Tocotoco Bubble Tea - Hậu Giang	285 Hậu Giang, P. 5, Quận 6, TP. HCM	4.5	100+	09:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Mầm - Healthyfood - Đường Số 36C (không có menu)	1 Đường Số 36C, P. An Phú, Thủ Đức, TP. HCM	4.5	100+	08:00 - 14:45	29,000	95,000	0.0%	0	0
Nhà hàng	Buzza Pizza - Nguyễn Thị Thập	Tầng 1, Tầng 1, 51 - 53 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM	4.5	999+	10:30 - 20:55	49,000	159,000	0.0%	8.0	136
Quán ăn	Lan Cơm - Cơm Tấm	181A Đường Số 8, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	999+	09:30 - 14:30	20,000	30,000	0.0%	8.3	3
Quán ăn	3 Râu - Gà Rán, Pizza &amp; Trà Sữa - 309 Lê Văn Lương	309 Lê Văn Lương, P. Tân Quy, Quận 7, TP. HCM	4.5	100+	00:00 - 01:45 | 09:30 - 23:59	12,000	120,000	0.0%	5.4	3
Ăn vặt/vỉa hè	Bánh Mì Thổ Nhĩ Kỳ Ngọc Quyền	1438/4/13 Phạm Thế Hiển, P. 5, Quận 8, TP. HCM	4.5	100+	06:30 - 21:30	18,000	25,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Gà Mắm Tỏi 1208 - Nguyễn Văn Quá (không có menu)	1208 Nguyễn Văn Quá, P. Tân Thới Hiệp, Quận 12, TP. HCM	4.5	50+	09:30 - 23:55	0	0	0.0%	0	0
Nhà hàng	Viet Street - Ẩm Thực Đường Phố Việt Nam - Lotte Mart Nam Sài Gòn	Tầng 3, 3F-14, Tầng 3, Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM	3.5	10+	10:00 - 21:00	20,000	100,000	0.0%	6.0	6
Quán ăn	A Ký Quán - Món Hồng Kông - Đường 11N (không có menu)	33N Đường 11N, P. Tân Thuận Tây, Quận 7, TP. HCM	4.5	50+	07:00 - 21:00	0	0	0.0%	0	0
Quán ăn	Bún Bò Huế O Xưa - Đường Số 11N	18 Đường Số 11N, P. Tân Thuận Tây, Quận 7, TP. HCM	4.5	10+	06:00 - 22:00	5,000	99,000	0.0%	<span>_._</span>	0
Tiệm bánh	Ngọc Toàn Phát - Ăn Vặt Văn Phòng (không có menu)	28 Minh Phụng, P. 5, Quận 6, TP. HCM	4.5	50+	06:15 - 22:00	9,000	80,000	0.0%	0	0
Café/Dessert	Papa Cafe - Trà Sữa, Milo Dằm, Ăn Vặt, Cà phê - Lê Văn Quới	115 Lê Văn Quới, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	06:30 - 22:00	14,000	25,000	0.0%	<span>_._</span>	0
Shop Online	Vfood - Ăn Vặt &amp; Chân Gà - Shop Online	60 Đường 38, Khu Phố 8 P. Hiệp Bình Chánh, Thủ Đức, TP. HCM	4.5	100+	00:01 - 23:59	15,000	175,000	0.0%	9.2	1
Ăn vặt/vỉa hè	Nui Xào Bò &amp; Cơm Gà - Hậu Giang	357/44A Hậu Giang, P. 11, Quận 6, TP. HCM	4.5	500+	08:16 - 23:59	20,000	35,000	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Đường Số 17	103 Đường số 17, P, Tân Kiểng, Quận 7, TP. HCM	4.5	999+	08:00 - 23:59	29,000	49,000	0.0%	10.0	2
Ăn chay	Quán Chay Pháp Hoa - Bông Sao	139 Bông Sao, P. 5, Quận 8, TP. HCM	4.5	999+	06:30 - 22:00	15,000	20,000	0.0%	4.6	1
Quán ăn	Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Tạ Quang Bửu	795B Tạ Quang Bửu, P. 5, Quận 8, TP. HCM	4.5	100+	08:05 - 20:55	30,000	59,000	0.0%	<span>_._</span>	0
Quán ăn	Đắc Hòa - Heo Sữa Quay, Bánh Hỏi	46A Bà Hom, P. 13, Quận 6, TP. HCM	4.5	10+	05:30 - 19:30	50,000	3,000,000	0.0%	<span>_._</span>	0
Quán ăn	Phá Lấu &amp; Súp Cua Hoàng Gia - Bông Sao	183 Bông Sao, P. 5, Quận 8, TP. HCM	0.0	4	09:00 - 22:00	20,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Kim Korean Food - Đường Số 10	1/10 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM	4.5	999+	10:00 - 20:00	12,000	119,000	0.0%	5.4	37
Quán ăn	Mến - Bún Chả Cá Sứa Nha Trang - Lê Văn Quới	132 Lê Văn Quới, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	999+	06:00 - 23:59	20,000	30,000	0.0%	7.5	4
Ăn vặt/vỉa hè, Shop Online	Tai Heo &amp; Chân Gà Sốt Thái Kim Phát	76 Đường Số 77, P. Tân Quy, Quận 7, TP. HCM	4.5	10+	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Nhà hàng	Rau Má Sa - Rau Má - Đường 37	51/54 Đường Số 37, P. Tân Kiểng, Quận 7, TP. HCM	4.5	10+	10:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Thy Thy Trái Cây Tươi - 11 Loại Muối &amp; Sốt Thái Lan	59/45/26 Tân Hòa Đông, P. 14, Quận 6, TP. HCM	4.5	10+	10:00 - 22:00	9,000	99,000	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Hi-GoGo - Phạm Văn Chí	 270 Phạm Văn Chí, P. 4, Quận 6, TP. HCM	4.5	50+	10:00 - 21:30	15,000	35,000	0.0%	<span>_._</span>	0
Quán ăn	AQ Food - Gà Ủ Muối Hoa Tiêu	45 Đường 27, P. Tân Quy, Quận 7, TP. HCM	0.0	4	00:01 - 05:59 | 06:00 - 23:59	19,000	320,000	0.0%	<span>_._</span>	0
Shop Online	Gà Nướng Muối Ớt Cherry	135 Đường 39, P. Tân Quy, Quận 7, TP. HCM	4.0	10+	06:55 - 22:00	15,000	180,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Hỏi Thịt Nướng - Bún Thịt Nướng Cherry	135 Đường 39, P. Tân Quy, Quận 7, TP. HCM	4.5	50+	09:00 - 23:00	10,000	100,000	0.0%	<span>_._</span>	0
Café/Dessert	Saigonviet Coffee - Sinh Tố &amp; Nước Ép - Đường 81 (không có menu)	70 Đường Số 81, phường Tân Quy, Quận 7, Quận 7, TP. HCM	4.5	100+	05:30 - 23:00	20,000	100,000	0.0%	0	0
Café/Dessert	OHCHA - Trà Chanh Hồng Kông - Tân Hòa Đông	174/1 Tân Hoà Đông, P. 14, Quận 6, TP. HCM	4.5	100+	09:30 - 22:00	20,000	40,000	0.0%	<span>_._</span>	0
Quán ăn	Nguyễn Gia - Trà Sữa &amp; Cơm Gà Xối Mỡ - Bông Sao (không có menu)	283/12/1 Bông Sao, P. 5, Quận 8, TP. HCM	4.5	10+	09:30 - 20:00	20,000	45,000	0.0%	0	0
Café/Dessert	一點TIAN - Tea &amp; Food - Lâm Văn Bền	123 Lâm Văn Bền, P. Tân Thuận Tây, Quận 7, TP. HCM	0	0	00:00 - 02:30 | 09:00 - 23:59	35,000	60,000	0.0%	0	0
Tiệm bánh, Shop Online	Hùng Dũng Consumer - Nguyễn Văn Linh	216 Nguyễn Văn Linh, P. Tân Thuận Tây, Quận 7, TP. HCM	5.0	5	08:30 - 11:45 | 13:20 - 17:00	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Sữa Chua Nếp Cẩm Hà Nội - Đình Nghi Xuân	77/13 Đình Nghi Xuân, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	500+	00:00 - 15:50	20,000	40,000	0.0%	<span>_._</span>	0
Café/Dessert	UlaSky Tea &amp; Coffee - Trà Sữa &amp; Mì Cay (không có menu)	292 Cao Lỗ, P. 4, Quận 8, TP. HCM	4.5	100+	09:00 - 20:30	20,000	40,000	0.0%	0	0
Ăn vặt/vỉa hè	Trà Sữa 19TK	241A Tân Hòa Đông, P. 14, Quận 6, TP. HCM	4.5	6	06:00 - 22:00	5,000	99,000	0.0%	<span>_._</span>	0
Quán ăn	Chè Mỹ - Nguyễn Thị Thập	591 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM	4.5	999+	09:00 - 21:45	10,000	25,000	0.0%	5.8	38
Quán ăn, Shop Online	Súp Cua Ngọc - Món Súp - 54/13 Đường Số 37 (không có menu)	54/13 Đường Số 37, P. Tân Kiểng, Quận 7, TP. HCM	4.5	10+	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Vẫn Là Cơm Nhà - 370 Nguyễn Văn Luông (không có menu)	 370 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM	0	0	09:30 - 23:00	10,000	90,000	0.0%	0	0
Café/Dessert	Trung Nguyên E-Coffee - 30 Đường Số 5	30 - 32 Đường Số 5, Xã Bình Hưng, Bình Chánh, TP. HCM	4.5	10+	07:00 - 20:30	17,000	35,000	0.0%	10.0	1
Café/Dessert	ST Sweet - Trà Sữa &amp; Trà Trái Cây	573 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM	4.5	10+	08:00 - 22:00	20,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Vịt Quay Tiến Mập - Vịt Quay, Gà Quay Lu &amp; Heo Quay	248 Huỳnh Tấn Phát, P. Tân Thuận Tây, Quận 7, TP. HCM	5.0	6	08:00 - 19:00	30,000	360,000	0.0%	<span>_._</span>	0
Quán ăn	Quán Toàn - Vựa Hải Sản	183 Phạm Phú Thứ, P. 4, Quận 6, TP. HCM	4.5	50+	08:00 - 21:00	220,000	400,000	0.0%	<span>_._</span>	0
Quán ăn	Phá Lấu Bò Cù Lèng - Đường Số 14	124/7 Đường Số 14, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	3.5	10+	08:30 - 20:30	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè, Giao cơm văn phòng	Giấc Mơ Cơm Tấm &amp; Ăn Vặt - Phạm Thế Hiển	1678/43 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM	4.5	50+	10:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Út Thảo Chân Gà Sả Tắc - Chận Gà Sả Tắc Thôm Ngon - 403/13 Bình Hương Hoà (không có menu)	403/13 Bình Hương Hoà, P. 2, Tân Bình, TP. HCM	0.0	1	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Trái Cây Ngon Mười Cai Lậy - Shop Online	380/81/3B Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM	4.5	100+	06:00 - 23:00	25,000	160,000	0.0%	<span>_._</span>	0
Quán ăn	CƠM GÀ CHÚ MÈO - PHẠM THẾ HIỂN	1678/45 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM	4.5	50+	10:00 - 22:00	6,000	63,000	0.0%	<span>_._</span>	0
Café/Dessert	Ngọc Hà - Coffee &amp; Tea - Tân Hòa Đông	194 Tân Hòa Đông, P. Bình Trị Đông, Bình Tân, TP. HCM	5.0	100+	07:00 - 19:30	0	0	0.0%	9.7	4
Quán ăn	Bánh Tráng Abi - Đường 47 (không có menu)	156B Đường 47, P. Tân Quy (Đối Diện Hẻm 133), Quận 7, TP. HCM	4.5	100+	09:00 - 23:30	20,000	38,000	0.0%	0	0
Quán ăn	Bún Bò Huế Phương Linh	53D Mai Văn Vĩnh, Quận 7, TP. HCM	3.5	100+	06:00 - 22:00	35,000	35,000	0.0%	3.7	5
Ăn vặt/vỉa hè	Bếp Nhà Bo - Mì Trộn &amp; Trà Trái Cây - Bông Sao 	283/8 Bông Sao, P. 5, Quận 8, TP. HCM	5.0	10+	09:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Chadidi - Nguyễn Thị Thập	436 Nguyễn Thị Thập, P. Tân Quy, Quận 7, TP. HCM	4.5	10+	07:00 - 21:00	15,000	65,000	0.0%	8.9	2
Shop Online	CHEE MILK TEA - Trà Sữa - Phạm Phú Thứ	42 Phạm Phú Thứ, P. 3, Quận 6, TP. HCM	0.0	1	09:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Harry	107/5 Đường Số 14, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	500+	00:00 - 01:05 | 10:00 - 23:59	10,000	50,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bảo Ngọc - Sinh Tố &amp; Nước Ép Trái Cây - 331 Đường Số 5	331 Đường Số 5, Phường Bình Hưng Hòa, Bình Tân, TP. HCM	4.5	10+	07:00 - 22:30	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa, Trà Trái Cây &amp; Bánh Phô Mai - 2B Coffee &amp; Tea	42K1/3A Bình Đông, P. 14, Quận 8, TP. HCM	0	0	08:30 - 21:00	22,000	26,000	0.0%	0	0
Quán ăn	Công Hằng - Bánh Canh Chả Cá Nha Trang - Cư Xá Phú Lâm B	D17 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM	4.5	999+	07:00 - 23:00	10,000	35,000	0.0%	5.4	3
Quán ăn	Bún Chả Cá Phan Rang &amp; Bánh Canh Thiên Phúc	1726 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM	4.5	50+	07:00 - 23:00	25,000	40,000	0.0%	<span>_._</span>	0
Quán ăn	Thanh Xuân Quán - Bánh Cuốn Chả Lụa	71 Đường 79, P. Tân Quy, Quận 7, TP. HCM	4.5	100+	05:20 - 21:30	5,000	320,000	0.0%	3.2	6
Quán ăn	Tin Tin Quán - Bò Kho Bánh Mì &amp; Ăn Vặt	206/26/6 Lê Văn Quới, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	100+	00:00 - 23:59	8,000	45,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Quán Ăn Mr. HAI - Ăn Uống Các Loại - Đường Số 14	107/26A Đường Số 14, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	10+	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Ăn Vặt Nhà Mon - Lẩu Thái &amp; Mì Trộn Sate	107/39A Đường Số 14, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	10+	07:00 - 23:59	30,000	80,000	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Lê Văn Quới	285 Lê Văn Quới, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	999+	09:00 - 22:00	25,000	65,000	0.0%	2.5	7
Quán ăn	BẾP NHÀ CHANG - EAT CLEAN &amp; HEALTHY	34/19 Đường Số 14, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	999+	09:00 - 21:00	39,000	99,000	0.0%	<span>_._</span>	0
Quán ăn	Hello Burger - Hamburger &amp; Chicken	80C Đường Số 49, P. Tân Quy, Quận 7, TP. HCM	4.5	500+	00:00 - 23:59	30,000	100,000	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Tạ Quang Bửu	892C Tạ Quang Bửu, P. 5, Quận 8, TP. HCM	4.5	999+	08:30 - 21:30	29,000	57,000	0.0%	1.8	3
Tiệm bánh	Quyên Thỏ - Bánh Ngọt &amp; Ăn Vặt	240/127/39 Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM	4.5	500+	08:00 - 21:30	28,000	200,000	0.0%	7.8	4
Café/Dessert	CTNT - Cà phê - Đường số 14	74/18  Đường Số 14, P.Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	10+	09:59 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Đẩu - Bánh Mì Bò Nướng - Phạm Hùng	C7B/3 Phạm Hùng, X. Bình Hưng, Bình Chánh, TP. HCM	5.0	10+	08:30 - 16:00	26,000	57,000	0.0%	<span>_._</span>	0
Café/Dessert	GOOD COFFEE - Coffee, Juice, Smoothie - Tân Thới Nhất 01	68 Tân Thới Nhất 1, P. Tân Thới Nhất, Quận 12, TP. HCM	4.5	100+	07:00 - 21:30	0	0	0.0%	9.8	8
Quán ăn	Trà Sữa &amp; Ăn Vặt Bảo Minh (không có menu)	269/9/11 Bà Hom, P. 13, Quận 6, TP. HCM	4.5	500+	07:00 - 23:00	15,000	60,000	0.0%	0	0
Shop Online	Chú Út - Bánh Tráng Trộn &amp; Sinh Tố	240/7/6 Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM	4.5	999+	08:00 - 21:00	17,000	39,000	0.0%	9.3	18
Quán ăn	DODO Kitchen - Tạ Quang Bửu (không có menu)	918B Tạ Quang Bửu, P. 5, Quận 8, TP. HCM	0.0	3	07:00 - 21:00	28,000	700,000	0.0%	0	0
Quán ăn	Quán Bếp Trưởng - Bánh Canh Cua	341 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM	4.5	500+	05:30 - 21:45	7,000	35,000	0.0%	7.1	4
Café/Dessert	Sinh Tố Quỳnh Như - Nước Ép &amp; Dừa Lạnh - Tân Thuận Tây	6 Tân Thuận Tây, P. Tân Thuận Tây, Quận 7, TP. HCM	0	0	05:00 - 23:00	19,000	39,000	0.0%	0	0
Café/Dessert	Trái Cây Gọt Sẵn &amp; Sinh Tố Dâu Tây	525/29/6/1 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM	4.5	100+	10:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Nhà hàng	The Pizza Company - Huỳnh Tấn Phát	346 Huỳnh Tấn Phát, P. Bình Thuận, Quận 7, TP. HCM	4.5	999+	10:00 - 21:30	50,000	400,000	0.0%	6.3	10
Quán ăn	Cơm Nhà Ú - Đường 49	15 Đường 49, P, Bình Thuận, Quận 7, TP. HCM	4.5	100+	07:00 - 21:20	30,000	60,000	0.0%	8.3	3
Ăn vặt/vỉa hè	Pikachill - Ăn Vặt &amp; Sữa Chua Trái Cây	17 Đường Số 34, P. Linh Đông, Thủ Đức, TP. HCM	4.5	100+	10:00 - 23:59	10,000	160,000	0.0%	9.6	1
Quán ăn	Cơm Tấm Ty Mập - Lê Văn Lương	537 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM	4.5	999+	06:00 - 19:00	15,000	25,000	0.0%	4.6	9
Quán ăn	Sinh Tố, Nước Ép &amp; Trái Cây - Bà Bảy	525/29/6 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM	4.5	50+	10:00 - 22:00	35,000	70,000	0.0%	<span>_._</span>	0
Quán ăn	Ăn Vặt Nhà Min - Chân Gà Sốt Thái &amp; Sữa Tươi Thốt Nốt Rim - Huỳnh Tấn Phát	502/26i Huỳnh Tấn Phát, P. Bình Thuận, Quận 7, TP. HCM	0.0	1	10:00 - 23:59	20,000	50,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Phénix - Trà Sữa &amp; Bánh Tráng Trộn - Tân Hòa Đông	477A Tân Hòa Đông, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	10+	06:30 - 22:00	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Tàu Hũ Trân Châu Thy Mai - Bình Tiên	45/88/21E Bình Tiên, P. 7, Quận 6, TP. HCM	5.0	10+	09:00 - 21:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Đường Số 10	1F Đường Số 10, P. 13, Quận 6, TP. HCM	4.5	999+	09:30 - 21:45	29,000	56,000	0.0%	5.1	2
Quán ăn	SiFu Bowl - Xa Lộ Hà Nội	337C Xa Lộ Hà Nội, P. An Phú, Thủ Đức, TP. HCM	0.0	1	08:00 - 14:40	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Bếp 3S - Bánh Canh - KDC Kim Sơn	127-129-131 Đường Số 1, KDC Kim Sơn, P. Tân Phong, Quận 7, TP. HCM	4.5	10+	07:00 - 15:30	0	0	0.0%	<span>_._</span>	0
Shop Online	Yellow Mango - Xôi Xoài Online	305/13/57 Lê Văn Quới, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	10:10 - 22:00	20,000	50,000	0.0%	8.1	8
Quán ăn	Cơm Gà Xối Mỡ Tam Kỳ - Tân Hòa Đông	507 Tân Hòa Đông, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	09:00 - 23:00	25,000	40,000	0.0%	<span>_._</span>	0
Quán ăn, Ăn vặt/vỉa hè	Hàu Nướng Anh Hưng - Nguyễn Thị Kiểu	207 Nguyễn Thị Kiểu. P. Tân Thới Hiệp, Quận 12, TP. HCM	0.0	1	10:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Ăn Vặt SiRi (không có menu)	76/15 Tân Thới Nhất 5, KP.7, P. Tân Thới Nhất, Quận 12, TP. HCM	4.5	500+	10:00 - 23:30	7,000	50,000	0.0%	0	0
Café/Dessert	Tiệm Rau Má MAXH - Lâm Văn Bền	202 Lâm Văn Bền, P. Tân Quy, Quận 7, TP. HCM	4.5	10+	09:00 - 21:00	10,000	30,000	0.0%	<span>_._</span>	0
Quán ăn	Thùy Giang - Phở Bò &amp; Gà	64 Dương Thị Mười, P. Tân Chánh Hiệp, Quận 12, TP. HCM	4.5	50+	00:01 - 23:59	15,000	280,000	0.0%	<span>_._</span>	0
Quán ăn	Tắc Ký - Hủ Tiếu Mì Thập Cẩm &amp; Bò Kho - Chiến Lược	103/16/1A Chiến Lược, P. Bình Trị Đông, Bình Tân, TP. HCM	5.0	1	06:30 - 18:30	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Te Amo - Phạm Văn Chí	602 Phạm Văn Chí, P. 8, Quận 6, TP. HCM	4.5	50+	08:00 - 21:59	24,000	24,000	0.0%	<span>_._</span>	0
Shop Online	Cô Thụy - Cơm, Bánh Mì Hấp &amp; Bún Bò Xào - Shop Online	391/16/7B Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM	4.5	50+	05:00 - 23:59	28,000	30,000	0.0%	<span>_._</span>	0
Café/Dessert	The Coffee House - 313 Nguyễn Thị Thập	313 Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM	4.5	100+	07:00 - 20:30	30,000	60,000	0.0%	5.0	1
Quán ăn	Cơm Cuộn Su Bo - Đường 36	24/3 Đường 36, P. Linh Đông, Thủ Đức, TP. HCM	4.5	100+	07:30 - 18:30	10,000	90,000	0.0%	<span>_._</span>	0
Quán ăn	Cháo Gỏi Vịt Hương Lan - Gỏi Vịt &amp; Gỏi Gà	A30/03 Quốc lộ 50, X. Bình Hưng, Bình Chánh, TP. HCM	4.5	100+	08:00 - 19:30	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Coco Summer - Trái Cây Nhanh - Nguyễn Thị Thập	142/28 Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM	4.5	999+	09:30 - 21:30	10,000	180,000	0.0%	7.0	16
Café/Dessert	TocoToco Bubble Tea - Gò Xoài	289 Gò Xoài, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	999+	09:00 - 21:30	29,000	89,000	0.0%	<span>_._</span>	0
Café/Dessert	SAM JUICE - Sinh Tố &amp; Nước Ép Trái Cây - Hiệp Thành 45	104/58 Hiệp Thành 45, P. Hiệp Thành, Quận 12, TP. HCM	4.5	10+	09:00 - 21:00	15,000	30,000	0.0%	9.8	1
Quán ăn	Tiệm Của Oanh - Cá Hồi Nauy, Tôm &amp; Cua Ngâm Tương	10 Đường Số 11, P. Tân Phú, Quận 7, TP. HCM	0.0	1	07:00 - 23:59	50,000	1,000,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Ngọc Phụng - Sinh Tố &amp; Nước Ép - Nguyễn Thị Đặng	15 Nguyễn Thị Đặng, P. Hiệp Thành, Quận 12, TP. HCM	4.5	100+	09:00 - 21:00	18,000	25,000	0.0%	<span>_._</span>	0
Quán ăn	Quán Ngon - Cơm Gà Xối Mỡ &amp; Bún Bò Huế - Đường Số 9	206 Đường 9, P. Tân Phú, Quận 7, TP. HCM	0.0	1	06:00 - 19:30	30,000	50,000	0.0%	<span>_._</span>	0
Khu Ẩm Thực	Vinh Đại Phát 2 - Heo Gà Vịt Quay	338 Lê Văn Qưới, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	0	0	07:00 - 21:00	0	0	0.0%	0	0
Shop Online	Bếp Bà Hai - Chân Gà Sả Tắc - Shop Online	24/13/64 Trương Phước Phan, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	08:00 - 22:30	40,000	150,000	0.0%	9.0	8
Quán ăn	Chicken Man - Gà Rán Hàn Quốc - Trương Phước Phan - Shop Online	62/3D Trương Phước Phan P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	10:00 - 23:00	50,000	500,000	0.0%	9.2	1
Quán ăn	BIN BIN - Bún Thái &amp; Bánh Canh Cua - Đường Số 2B	28 Đường Số 2B, P. An Lạc A, Bình Tân, TP. HCM	0.0	1	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
