Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody
Café/Dessert	Three O'clock - Coffee &amp; Tea - Lữ Gia	36-36A Lữ Gia, P. 15, Quận 11, TP. HCM	4.5	10+	00:00 - 23:59	24,000	48,000	0.0%	2.4	1
Quán ăn, Ăn vặt/vỉa hè	Hamburger Bò Miếng Hapi - Điện Biên Phủ	625 Điện Biên Phủ, P. 25, Bình Thạnh, TP. HCM	4.5	100+	00:01 - 23:59	10,000	90,000	0.0%	1.0	1
Café/Dessert	KHÔITEA - Trà Sữa Sạch - Đường Số 14	78A Đường Số 14, P. Bình Hưng Hoà A, Bình Tân, TP. HCM	4.5	999+	00:00 - 02:30 | 11:00 - 23:59	15,000	25,000	0.0%	9.8	2
Café/Dessert	Sữa Chua Trân Châu Hạ Long - Liên Tỉnh	212 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM	4.5	100+	00:00 - 23:59	10,000	30,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Chiên Chảo Lửa - Gà Xối Mỡ &amp; Mì Xào - Lê Văn Lương	653 Lê Văn Lương, Khu Phố 1, P. Tân Phong, Quận 7, TP. HCM	4.5	10+	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Café/Dessert	Juice Holic - Sinh Tố &amp; Nước Ép Trái Cây - Thích Quảng Đức	35 Thích Quảng Đức, P. 4, Phú Nhuận, TP. HCM	0.0	2	10:00 - 23:00	45,000	45,000	0.0%	<span>_._</span>	0
Café/Dessert	Tiger Sugar - Đường Nâu Sữa - Trường Sa	1008/44 Trường Sa, P. 12, Quận 3, TP. HCM	4.5	10+	00:00 - 00:30 | 09:00 - 23:59	33,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Hao Thai - Bún Thái Cay - Võ Văn Tần	299B Võ Văn Tần, P. 5, Quận 3, TP. HCM	4.5	500+	10:00 - 22:00	30,000	80,000	0.0%	2.2	1
Café/Dessert	TocoToco Bubble Tea - Sư Vạn Hạnh	770B Sư Vạn Hạnh, P. 10, Quận 10, TP. HCM	4.5	999+	09:00 - 22:30	28,000	89,000	0.0%	6.5	285
Nhà hàng	Hao Chuan - Mì Bò Cay Tứ Xuyên - Võ Văn Tần	299 Võ Văn Tần, P. 5, Quận 3, TP. HCM	4.5	100+	10:00 - 22:00	0	0	0.0%	8.8	1
Quán ăn	Wow Chicken - Gà Rán &amp; Cơm Gà - Sương Nguyệt Ánh	1A Ter Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM	4.5	999+	09:00 - 22:00	5,000	100,000	0.0%	8.3	29
Quán ăn	Bibu Ăn Vặt &amp; Cơm Chiên	212/47/20 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM	3.5	6	00:00 - 01:00 | 14:30 - 23:59	25,000	300,000	0.0%	<span>_._</span>	0
Café/Dessert	Tiệm Trà Tháng Tư	3 Nhất Chi Mai, P. 13, Tân Bình, TP. HCM	4.5	999+	09:00 - 22:00	20,000	35,000	0.0%	8.7	126
Café/Dessert	Royaltea - Calmette	30/27 Calmette, P. Nguyễn Thái Bình, Quận 1, TP. HCM	4.5	100+	09:00 - 22:00	19,000	51,000	0.0%	1.6	1
Quán ăn	Bún Chả Hà Nội 1982 - Cô Giang	61/23 Cô Giang, P. Cầu Ông Lãnh, Quận 1, TP. HCM	4.5	999+	08:00 - 13:45 | 16:45 - 21:45	13,000	47,000	0.0%	4.5	3
Quán ăn	PizzaGo - Pizza - Mỳ Ý &amp; Salad - Thống Nhất	439 Thống Nhất, P. 11, Gò Vấp, TP. HCM	4.5	10+	08:00 - 22:45	29,000	89,000	0.0%	<span>_._</span>	0
Café/Dessert	TUTIMI - Milo Dầm - Trà Sữa - Bình Quới (không có menu)	129A Bình Quới, P. 27, Bình Thạnh, TP. HCM	4.5	999+	06:30 - 23:30	12,000	33,000	0.0%	0	0
Café/Dessert	TocoToco Bubble Tea - Nguyễn Kim	85 Nguyễn Kim, P. 7, Quận 10, TP. HCM	4.5	100+	07:30 - 22:25	28,000	89,000	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Fozu - Tân Sơn Nhì (không có menu)	325 Tân Sơn Nhì, P. Tân Sơn Nhì, Tân Phú, TP. HCM	4.5	500+	08:30 - 21:45	0	0	0.0%	0	0
Café/Dessert	Nước Sâm Bà BÌNH - Lạc Long Quân	221 Lạc Long Quân, P. 2, Quận 11, TP. HCM	4.5	10+	07:30 - 21:45	15,000	25,000	0.0%	<span>_._</span>	0
Shop/Cửa hàng	Ăn Vặt Kim Hoa	42 Phan Văn Khỏe, P. 2, Quận 6, TP. HCM	4.5	100+	07:00 - 23:59	10,000	40,000	0.0%	1.0	1
Quán ăn	Yummy - Gà Nướng Muối Ớt - Dương Văn Dương (không có menu)	29D Dương Văn Dương, P. Sơn Kỳ, Tân Phú, TP. HCM	0	0	10:00 - 23:00	0	0	0.0%	0	0
Quán ăn	Minh Tiến - Hột Vịt &amp; Mực Nướng - Đường Số 8	88 Đường Số 8, X. Bình Hưng, Bình Chánh, TP. HCM	4.5	10+	00:00 - 01:11 | 15:53 - 23:59	9,000	40,000	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Bự - Hoàng Diệu 2	127/6 Hoàng Diệu 2, P. Linh Trung, Thủ Đức, TP. HCM	4.5	999+	00:00 - 23:59	20,000	40,000	0.0%	6.9	3
Nhà hàng	Papas' Chicken &amp; Beer Thủ Đức (không có menu)	165 Thống Nhất, P. Bình Thọ, Thủ Đức, TP. HCM	4.5	999+	10:30 - 22:30	50,000	150,000	0.0%	0	0
Quán ăn	Tiệm Bánh Tintin - Bánh Bông Lan Trứng Muối - Thới Hòa	E12/1T Thới Hoà, X. Vĩnh lộc A , Bình Chánh, TP. HCM	0.0	2	13:00 - 23:00	55,000	350,000	0.0%	<span>_._</span>	0
Quán ăn, Bar/Pub	Hưng Mập - Hamburger - Vĩnh Lộc	Hẻm F1/13D1 Vĩnh Lộc, Xã Vĩnh Lộc A, Bình Chánh, TP. HCM	3.5	10+	17:20 - 21:59	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Nhà Cáo - Cá Viên Chiên &amp; Ăn Vặt - Hồ Học Lãm	350 Hồ Học Lãm, P. An Lạc, Bình Tân, TP. HCM	4.5	100+	00:00 - 23:59	3,000	99,000	0.0%	9.7	61
Quán ăn	Quán Bánh Xèo - Bánh Khọt Miền Trung - Tăng Nhơn Phú	261 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Thủ Đức, TP. HCM	4.5	10+	14:00 - 22:00	15,000	200,000	0.0%	<span>_._</span>	0
Nhà hàng	Hai Mập Quán - Bún Sứa Nha Trang - 106 Đình Phong Phú	106 Đình Phong Phú, P. Tăng Nhơn Phú B, Thủ Đức, TP. HCM	0	0	08:00 - 10:00 | 17:00 - 22:00	0	0	0.0%	0	0
Quán ăn	Bò Né - Đình Phong Phú	118 Đình Phong Phú, P. Tăng Nhơn Phú B, Thủ Đức, TP. HCM	4.5	10+	14:00 - 22:00	12,000	30,000	0.0%	5.0	1
Quán ăn	Vịt Gà Nướng Thơ Dịu - Lẩu Nướng - 290 Hồ Học Lãm	290 Hồ Ngọc Lãm, P. An Lạc, Bình Tân, TP. HCM	0.0	4	16:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Shop Online	Bánh Tráng Muối Nhuyễn - TONY Ly Kỳ Quán	27A/1 Võ Thị Sáu, P. Đa Kao, Quận 1, TP. HCM	4.5	100+	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bánh Tráng Muối Nhuyễn - LY KỲ QUÁN (không có menu)	27A/1 Võ Thị Sáu, P. Đa Kao, Quận 1, TP. HCM	5.0	10+	00:00 - 23:59	0	0	0.0%	0	0
Quán ăn	102 - Bún Bò Huế &amp; Hủ Tiếu Bò Viên	100 Trần Quang Khải, Quận 1, TP. HCM	4.5	50+	00:01 - 05:00 | 17:00 - 23:59	30,000	40,000	ShopeeFood</span	9.8	1
Tiệm bánh	Bánh Mì Hà Nội Ngọc Ánh - Hai Bà Trưng (không có menu)	446 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	100+	00:00 - 23:59	15,000	25,000	0.0%	0	0
Quán ăn	Mì Tân Ký	151 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	100+	00:01 - 02:00 | 18:00 - 23:59	35,000	35,000	ShopeeFood</span	8.3	6
Ăn vặt/vỉa hè	Bà Hào - Quán Cháo Sườn	109/15 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	999+	00:01 - 23:59	10,000	50,000	0.0%	5.5	64
Quán ăn	Bún Bò Tân Định - Nguyễn Hữu Cầu	127 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	0	0	00:01 - 04:00 | 17:00 - 23:59	40,000	80,000	0.0%	0	0
Ăn vặt/vỉa hè	Cháo Ếch Tân Định - Chợ Tân Định	Chợ Tân Định, 7au Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	500+	00:00 - 01:27 | 18:30 - 23:59	19,000	99,000	0.0%	1.0	1
Quán ăn	A Phần - Hủ Tiếu Mì	100 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	10+	00:01 - 05:00 | 18:00 - 23:59	40,000	45,000	0.0%	3.4	1
Shop Online	Bin Bin - Bánh Tráng Trộn &amp; Ăn Vặt - Shop Online	337/4 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	100+	12:00 - 22:30	13,000	28,000	0.0%	<span>_._</span>	0
Café/Dessert	The Night Coffee - Hoàng Sa (không có menu)	303B Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	5.0	2	06:00 - 23:00	15,000	35,000	0.0%	0	0
Quán ăn	Bún Mắm Miền Tây - Trần Quang Khải	78 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	100+	17:00 - 23:59	10,000	50,000	0.0%	8.6	1
Ăn vặt/vỉa hè	Cháo Trắng Hột Vịt Muối - Trần Khắc Chân (không có menu)	10 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	500+	00:00 - 01:00 | 11:00 - 23:59	10,000	20,000	0.0%	0	0
Quán ăn	Nama Sashimi - Xuân Thuỷ	24A Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM	2.5	6	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Nhà hàng	Chicken Story - Gà Chiên Hàn Quốc - Song Hành	467A Song Hành, P. An Phú, Quận 2, TP. HCM	4.5	100+	14:00 - 23:59	60,000	300,000	0.0%	8.9	2
Nhà hàng, Quán nhậu	Pasteur Street Brewing Co. - Thao Dien Taproom &amp; Restaurant	120 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM	4.0	4	14:00 - 22:00	45,000	795,000	0.0%	8.2	1
Quán ăn	Xuân Thiệu 3 - Vịt Cỏ	112 Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM	4.5	50+	15:30 - 22:00	120,000	240,000	0.0%	7.0	1
Quán ăn, Quán nhậu	BiaCraft - Xuân Thủy (không có menu)	90 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM	4.5	10+	11:00 - 22:00	40,000	100,000	0.0%	0	0
Ăn vặt/vỉa hè	Thu Trâm - Chân Gà Nướng	78 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM	4.5	50+	17:00 - 23:00	20,000	80,000	0.0%	6.2	2
Shop Online	Hamburger Bamysu	453/77 C15 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM	4.5	100+	00:00 - 06:00 | 11:00 - 13:30 | 17:00 - 23:59	12,000	43,000	0.0%	8.1	2
Quán ăn	Quán Cơm Tấm Dì Tám	Đối Diện 341 Hai Bà Trưng, P. 8, Quận 3, TP. HCM	4.5	100+	00:00 - 02:00 | 19:00 - 23:59	15,000	65,000	ShopeeFood</span	6.3	10
Ăn vặt/vỉa hè, Shop Online	Ăn Vặt Gấu Béo - Ăn Vặt - Huỳnh Tịnh Của	27/38/4A  Huỳnh Tịnh Của, P. 8, Quận 3, TP. HCM	0.0	2	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Cơm Chiên Chảo Lửa - Gà Xối Mỡ &amp; Mì Xào - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	4.5	10+	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Bún Ngõ Phố - Bún Bò &amp; Bún Thịt Nướng - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	3.5	6	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Cô Tấm - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	4.5	6	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Văn Phòng Ting Ting - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	4.5	10+	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Food Hall - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	4.5	7	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Shop Online	Hai Dung - Sinh Tố, Nước Ép &amp; Trái Cây Tô - Lê Văn Sỹ	31/18/18 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM	4.5	100+	00:00 - 23:59	10,000	40,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Tấm NGON - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	4.5	50+	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Văn Phòng  NGON -  Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	3.5	10+	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Quán Ốc Anh Thi	463 Hoàng Sa, P. 8, Quận 3, TP. HCM	5.0	1	16:30 - 23:00	40,000	60,000	ShopeeFood</span	7.6	1
Quán ăn	Ốc Anh Thi - Hoàng Sa (không có menu)	463 Hoàng Sa, P. 8, Quận 3, TP. HCM	4.5	10+	16:30 - 23:00	40,000	70,000	0.0%	0	0
Café/Dessert	BACO Trà &amp; Cà Phê - Hoàng Sa	461 Hoàng Sa, P. Võ Thị Sáu, Quận 3, TP. HCM	0	0	08:00 - 23:00	20,000	30,000	0.0%	0	0
Ăn vặt/vỉa hè	Xúc Xích Đức Anh Ba Tây - Tôn Thất Thuyết (không có menu)	183F/24/9 Tôn Thất Thuyết, P. 4, Quận 4, TP. HCM	4.5	500+	00:00 - 23:59	25,000	190,000	0.0%	0	0
Quán ăn	3 Râu - Gà Rán, Pizza &amp; Trà Sữa - Tôn Đản (không có menu)	289 Tôn Đản, P. 15, Quận 4, TP. HCM	4.5	999+	00:00 - 23:59	12,000	120,000	0.0%	0	0
Café/Dessert	Thức Coffee - Đường Số 41 (không có menu)	2 Đường Số 41, P. 6, Quận 4, TP. HCM	4.5	100+	00:00 - 23:59	20,000	44,000	0.0%	0	0
Quán ăn	Quán Thành Đạt - Cháo Và Cơm Ếch	549 Vĩnh Khánh, P. 10, Quận 4, TP. HCM	0.0	3	00:01 - 02:00 | 17:30 - 23:59	35,000	90,000	ShopeeFood</span	10.0	1
Ăn vặt/vỉa hè	Ăn Uống Vặt Cường Ngân - Tôn Thất Thuyết	243/16C Tôn Thất Thuyết, P. 3, Quận 4, TP. HCM	4.5	500+	00:00 - 23:59	25,000	50,000	0.0%	1.0	3
Quán ăn	An An Quán - Chuyên Lẩu Nướng	490 Vĩnh Khánh, P. 10, Quận 4, TP. HCM	4.5	50+	00:01 - 03:00 | 16:30 - 23:59	30,000	150,000	ShopeeFood</span	6.6	14
Ăn vặt/vỉa hè	Cậu Cháo Quán - Cháo Hàu Sữa	65 Hoàng Diệu, P. 12, Quận 4, TP. HCM	4.5	100+	00:00 - 02:00 | 16:00 - 23:59	32,000	42,000	0.0%	5.5	2
Shop Online	Lusi - Ăn Vặt - Shop Online	88/11/10/13 Nguyễn Khoái, P. 2, Quận 4, TP. HCM	4.5	100+	00:00 - 01:30 | 14:00 - 23:59	6,000	150,000	0.0%	<span>_._</span>	0
Quán ăn	Sữa Chua Trân Châu Hạ Long - Xóm Chiếu	159/4 Xóm Chiếu, P. 16, Quận 4, TP. HCM	0.0	3	00:00 - 23:59	20,000	45,000	0.0%	<span>_._</span>	0
Café/Dessert	LeeTea - Trà Sữa Hongkong - Tôn Đản	169 Tôn Đản, P. 14, Quận 4, TP. HCM	4.5	999+	09:00 - 22:30	5,000	35,000	0.0%	8.6	8
Ăn vặt/vỉa hè	Sushi Viên Phương Mập - Hoàng Diệu	168 Hoàng Diệu, P. 9, Quận 4, TP. HCM	4.5	999+	10:30 - 23:59	1,000	8,000	0.0%	7.0	135
Ăn vặt/vỉa hè	Tré Trộn Cu Boi	78/38/1 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM	4.5	500+	12:00 - 23:59	40,000	60,000	0.0%	8.1	3
Café/Dessert	TocoToco Bubble Tea - Nguyễn Khoái	56 Nguyễn Khoái, Quận 4, TP. HCM	4.5	500+	09:00 - 22:30	28,000	89,000	0.0%	7.2	1
Quán ăn	Cô Thơm - Bún Riêu - Nguyễn Văn Cừ	241 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM	4.5	50+	00:00 - 03:00 | 22:00 - 23:59	25,000	45,000	0.0%	<span>_._</span>	0
Café/Dessert	Three O'clock - Coffee &amp; Tea - Nguyễn Trãi	65 - 67 Nguyễn Trãi, P. 2, Quận 5, TP. HCM	4.5	100+	00:00 - 23:59	25,000	50,000	0.0%	5.2	10
Ăn vặt/vỉa hè	Cháo Sò Huyết - 207 Nguyễn Tri Phương (không có menu)	207 Nguyễn Tri Phương, P. 9, Quận 5, TP. HCM	4.5	999+	13:00 - 23:59	20,000	30,000	0.0%	0	0
Quán ăn	Quán Bún Riêu Bà Dú - Nguyễn Văn Cừ	25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM	3.5	100+	00:00 - 23:59	30,000	60,000	0.0%	5.1	3
Quán ăn, Shop Online	Quán Ăn Gia Đình Ca3	290 Lê Hồng Phong, P. 4, Quận 5, TP. HCM	4.5	100+	00:00 - 03:00 | 16:00 - 23:59	10,000	180,000	0.0%	8.6	4
Quán ăn	Trà Đêm 126 - Trần Bình Trọng	126C Trần Bình Trọng, P. 2, Quận 5, TP. HCM	4.5	100+	00:00 - 00:40 | 13:00 - 23:59	15,000	35,000	0.0%	9.7	3
Ăn vặt/vỉa hè	Shake Tea - Trà Sữa &amp; Ăn Vặt	60 Phú Hữu, P. 14, Quận 5, TP. HCM	5.0	100+	19:00 - 23:00	17,000	35,000	0.0%	10.0	1
Café/Dessert	Karma Tea Club - Trà Sữa &amp; Milo Sữa	69 Tản Đà, P.11, Quận 5, TP. HCM	4.5	50+	17:00 - 22:30	20,000	30,000	0.0%	9.3	3
Quán ăn	Kim - Cháo Ếch Singapore	110 Phan Văn Trị , P. 2, Quận 5, TP. HCM	4.5	999+	00:00 - 01:00 | 11:00 - 23:59	38,000	60,000	0.0%	7.9	10
Ăn vặt/vỉa hè	Xôi &amp; Bánh Mì Cột Điện	453 Trần Phú, P. 7, Quận 5, TP. HCM	4.5	500+	17:30 - 23:59	15,000	20,000	0.0%	8.2	4
Ăn vặt/vỉa hè	Chị Na - Cá Viên Chiên &amp; Ăn Vặt - An Dương Vương	455/12 An Dương Vương, P. 3, Quận 5, TP. HCM	4.5	100+	14:00 - 23:59	0	0	0.0%	8.7	2
Quán ăn	Cháo Hồng Phát	73 Tạ Uyên, P. 15, Quận 5, TP. HCM	4.5	100+	17:30 - 22:30	70,000	85,000	0.0%	7.9	2
Ăn vặt/vỉa hè	Bánh Tráng Trộn Nhà Thờ Cha Tam	25 Học Lạc, Phường 14 (Trước Cửa Nhà Thờ), Quận 5, TP. HCM	4.5	999+	21:50 - 23:20	12	20	0.0%	7.5	6
Quán ăn, Giao cơm văn phòng	Cơm Tấm 3 Chị Em	733 Lò Gốm, P. 9, Quận 6, TP. HCM	4.5	999+	00:00 - 01:05 | 17:00 - 23:59	25,000	50,000	0.0%	10.0	2
Quán ăn	Cơm Tấm 279	279 Hậu Giang, P. 5, Quận 6, TP. HCM	4.5	999+	00:00 - 02:00 | 16:30 - 23:59	20,000	30,000	0.0%	6.1	3
Quán ăn	Ốc Thiên Kim - Hậu Giang	70A Hậu Giang, P. 6, Quận 6, TP. HCM	4.5	50+	00:01 - 03:00 | 17:00 - 23:59	10,000	80,000	0.0%	8.7	3
Quán ăn	Xôi Bánh Mì Hồng Ánh - Ăn Vặt - Minh Phụng	82 Minh Phụng, P. 5, Quận 6, TP. HCM	4.5	100+	00:00 - 23:59	15,000	25,000	0.0%	7.2	1
Quán ăn, Ăn vặt/vỉa hè	7 Bún Riêu	122 Hậu Giang, P. 6, Quận 6, TP. HCM	4.5	500+	00:05 - 01:00 | 17:30 - 23:55	25,000	40,000	ShopeeFood</span	5.9	73
Quán ăn	Ốc Tửng	143/8 Đường Số 10, P. 13, Quận 6, TP. HCM	4.5	10+	00:00 - 04:59 | 08:00 - 23:59	49,000	59,000	0.0%	<span>_._</span>	0
Quán ăn	Ốc Bảo Khang	169B Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM	4.5	999+	15:30 - 23:00	20,000	200,000	0.0%	9.0	21
Quán ăn	Cháo Ếch Singapore Bi - Hậu Giang	224B Hậu Giang, P. 9, Quận 6, TP. HCM	4.5	100+	14:00 - 23:59	50,000	100,000	0.0%	9.7	3
Quán ăn	Sạp Tám Mập - Cút Chiên Bơ - Hậu Giang	43 Hậu Giang, P. 2, Quận 6, TP. HCM	4.5	10+	17:00 - 22:30	15,000	25,000	0.0%	9.8	5
Ăn vặt/vỉa hè	Phúc An - Trà Chanh - Phạm Đình Hổ	135 Trang Tử, P. 2, Quận 6, TP. HCM	4.5	500+	18:00 - 23:00	12,000	40,000	0.0%	8.2	20
Shop Online	Cơm Tấm Đêm 903 - Shop Online (không có menu)	903 Hồng Bàng, P. 9, Quận 6, TP. HCM	4.5	100+	16:00 - 22:30	50,000	60,000	0.0%	0	0
Ăn vặt/vỉa hè	Đỗ Quyên - Súp Cua - Hậu Giang	33 Hậu Giang, P. 2, Quận 6, TP. HCM	4.5	100+	14:59 - 23:59	19,000	35,000	0.0%	8.5	2
Quán ăn	Cơm Gà Xối Mỡ Hồng Ký	114 Đường Số 23, P. 11, Quận 6, TP. HCM	4.5	500+	11:00 - 22:40	35,000	35,000	0.0%	7.4	3
Ăn vặt/vỉa hè	Cháo Ếch Singapore A Tỉnh - Cháo Ếch - Nguyễn Thị Thập	409 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM	4.5	100+	00:00 - 02:30 | 18:00 - 23:59	40,000	60,000	0.0%	7.3	7
Quán ăn	Bình Đinh Quán - Bánh Hỏi Cháo Lòng - Lê Văn Lương	601 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM	4.5	999+	00:00 - 23:59	15,000	42,000	0.0%	6.0	3
Quán ăn	A Tuấn - Cháo Ếch Singapore - Nguyễn Hữu Thọ	77 Nguyễn Hữu Thọ, Quận 7, TP. HCM	4.5	500+	00:00 - 01:30 | 16:00 - 23:59	30,000	60,000	0.0%	9.0	1
Quán ăn	Ăn Vặt Sài Gòn Quán 1992 - Đường 52 (không có menu)	43 Đường 52, P. Tân Phong, Quận 7, TP. HCM	4.5	500+	12:00 - 23:59	20,000	100,000	0.0%	0	0
Quán ăn	Bò Ú - Lẩu, Nướng Và Mồi Nhậu Lai Zai - Lâm Văn Bền	200 Lâm Văn Bền, P. Tân Quy, Quận 7, TP. HCM	4.5	100+	14:15 - 22:30	25,000	55,000	0.0%	9.3	53
Shop Online	Lộc Phát - Chân Gà Sốt Thái - Shop Online - Đường Số 77	76 Đường Số 77, P. Tân Quy, Quận 7, TP. HCM	4.5	10+	00:00 - 23:59	80,000	560,000	0.0%	9.9	5
Quán ăn	Soup Nhà Mon - Trần Xuân Soạn	1041/62/192 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM	3.5	5	00:00 - 23:59	8,000	40,000	0.0%	10.0	1
Quán ăn	Linh Chi - Bánh Cuốn Nóng - Lê Văn Lương	387 Lê Văn Lương, Quận 7, TP. HCM	4.5	999+	15:45 - 23:00	15,000	20,000	0.0%	8.5	5
Quán ăn	Ba Ơi - Cơm Gà Xối Mỡ - Dương Bá Trạc (không có menu)	43 Dương Bá Trạc, P. 1, Quận 8, TP. HCM	4.5	999+	00:00 - 02:30 | 14:00 - 23:59	30,000	150,000	0.0%	0	0
Quán ăn	Hải Sản, Bún Thái Cay &amp; Ăn Vặt - Hoàng Ngân	266A/32 Hoàng Ngân, P. 16, Quận 8, TP. HCM	4.5	100+	00:00 - 23:59	20,000	225,000	0.0%	8.0	2
Ăn vặt/vỉa hè	Ngọc Châu - Bánh Mì &amp; Xôi Mặn	6 Nguyễn Thị Tần, P. 3, Quận 8, TP. HCM	4.5	100+	00:05 - 04:00 | 15:00 - 23:55	10,000	30,000	ShopeeFood</span	6.6	2
Shop Online	Sumi House - Bánh Mì Phomai &amp; Hạt Dẻ Rang Muối - Shop Online	654/715 Hưng Phú, P. 10, Quận 8, TP. HCM	4.5	500+	00:00 - 23:59	90,000	150,000	0.0%	6.7	27
Quán ăn	Chánh Thủy - Hủ Tiếu Mì &amp; Lẩu Xí Quách	Hẻm 90 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM	4.5	500+	00:00 - 02:30 | 12:00 - 23:59	15,000	150,000	0.0%	6.1	37
Ăn vặt/vỉa hè	Bún Thịt Nướng Nhà Gạo	290c/43/12/16a Dương Bá Trạc, P. 1, Quận 8, TP. HCM	4.5	8	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Shop Online, Giao cơm văn phòng	Bún Riêu Bà Dì - Shop Online (không có menu)	Block B2, chung cư Topaz City, 39 Cao Lỗ Cao Lỗ, P. 4, Quận 8, TP. HCM	4.5	100+	00:00 - 23:59	0	0	0.0%	0	0
Quán ăn	Quán Ốc Mai Halal	13 Âu Dương Lân, P. 1, Quận 8, TP. HCM	4.0	100+	00:00 - 03:00 | 15:00 - 23:59	8,000	70,000	0.0%	7.0	2
Shop Online	Kimbap Yummy House - Shop Online	314/54 Âu Dương Lân, P. 3, Quận 8, TP. HCM	4.5	500+	00:00 - 23:59	16,000	35,000	0.0%	9.3	2
Quán ăn	Pad Thái Tôm - Món Thái Ngon - Shop Online	1587 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM	4.5	500+	18:00 - 22:45	35,000	80,000	0.0%	9.1	56
Café/Dessert	South Viet. Tea Milk Coffee - Thức Uống - Chánh Hưng	87E Chánh Hưng, P.9, Quận 8, TP. HCM	0.0	4	17:00 - 23:59	0	0	0.0%	10.0	1
Quán ăn	Bún Đậu Mắm Tôm Nhà Tôi - Quận 8	68/21 Phạm Thế Hiển, P. 1, Quận 8, TP. HCM	4.5	500+	11:00 - 14:30 | 16:00 - 23:30	30,000	50,000	0.0%	7.1	71
