Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody
Café/Dessert	Trà Sữa Yucha - SC VivoCity	A1-A2, Tầng 3, SC VivoCity, 1058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM	4.5	100+	09:30 - 21:30	30,000	70,000	0.0%	9.5	118
Quán ăn	Trân - Bánh Hỏi, Heo Quay &amp; Gỏi Cuốn (không có menu)	588/3/24/8A Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	999+	07:00 - 22:00	20,000	35,000	0.0%	0	0
Quán ăn	Quán Tài - Rau Câu, Trà Sữa &amp; Sinh Tố Các Loại	32 Đường Số 7B, P. An Lạc A, Bình Tân, TP. HCM	5.0	1	06:00 - 21:58	13,000	165,000	0.0%	<span>_._</span>	0
Quán ăn	Vịt Cay Hong Kong - Đường Số 21B	36 Đường Số 21B, P. Bình Trị Đông B, Bình Tân, TP. HCM	4.5	50+	09:00 - 22:00	15,000	109,000	0.0%	<span>_._</span>	0
Quán ăn	Ăn Vặt 21B - Chân Gà Sả Tắc &amp; Cá Viên Chiên - Đường Số 21B	30 Đường Số 21B, P. Bình Trị Đông B, Bình Tân, TP. HCM	0.0	4	07:30 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Dì 9 - Cơm Tấm ,Bún Thịt Nướng &amp; Cháo Gà - Chợ Tân Mỹ	Ki Ốt Số 9 Chợ Tân Mỹ Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM	3.5	10+	07:00 - 16:00	5,000	40,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Ăn Vặt Thanh Vy - Bánh Tráng, Bắp Xào, Ăn Vặt - Phạm Đăng Giảng	248/13 Phạm Đăng Giảng, P. Bình Hưng Hoà, Bình Tân, TP. HCM	4.5	10+	09:00 - 21:00	10,000	30,000	0.0%	<span>_._</span>	0
Café/Dessert, Quán ăn	Mei美 Black Tea - Tea &amp; Food - Tỉnh Lộ 10	575/1, Hẻm 575 Tỉnh Lộ 10, P. Bình Trị Đông B, Bình Tân, TP. HCM	4.5	50+	00:00 - 23:59	3,000	25,000	0.0%	<span>_._</span>	0
Quán ăn	CƠM NIÊU NHƯ TÂM	89 Bình Phú, P. 11, Quận 6, TP. HCM	4.0	10+	10:00 - 20:55	10,000	200,000	0.0%	<span>_._</span>	0
Café/Dessert	OLe Coffee - Cà Phê &amp; Bánh Mì - Phạm Văn Đồng	1162 Phạm Văn Đồng, P. Linh Đông, Thủ Đức, TP. HCM	4.5	10+	06:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Gỏi Cuốn Vân - Chợ Tân Mỹ	Kiot Số 9 Chợ Tân Mỹ (Cổng Chợ Đối Diện Nhà Thuốc Long Châu), P. Tân Phú, Quận 7, TP. HCM	4.5	100+	07:00 - 20:00	10,000	20,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Niêu Như Tâm - Bình Phú	91 Bình Phú, P. 11, Quận 6, TP. HCM	4.5	10+	10:00 - 20:55	10,000	110,000	0.0%	<span>_._</span>	0
Quán ăn	Ngọc Thắm - Bún Chả Cá Nha Trang - Tam Bình	188/1/3 Tam Bình, P. Tam Phú, Thủ Đức, TP. HCM	5.0	5	08:00 - 22:00	12,000	210,000	0.0%	<span>_._</span>	0
Café/Dessert	Cuntea	39 Nguyễn Thị Đặng, P. Hiệp Thành, Quận 12, TP. HCM	0	0	09:00 - 21:30	12,000	150,000	0.0%	0	0
Quán ăn	3M Gà Rán - Trà Sữa &amp; Ăn Vặt - Đường Số 7 (không có menu)	5 Đường Số 7, P. An Lạc A, Bình Tân, TP. HCM	4.5	10+	08:30 - 22:30	10,000	100,000	0.0%	0	0
Shop Online	Egg Egg - Trứng &amp; Mì - Phạm Văn Nghị	S36 Phạm Văn Nghị, P. Tân Phong, Quận 7, TP. HCM	4.5	50+	10:00 - 21:30	0	0	0.0%	<span>_._</span>	0
Quán ăn	Bún Nước Lèo Bạc Liêu - Liên Khu 16 -18	40B Liên Khu 16 - 18, P. Bình Trị Đông, Bình Tân, TP. HCM	0	0	06:00 - 23:00	20,000	90,000	0.0%	0	0
Nhà hàng	Papas' Chicken - Phú Mỹ Hưng	S37-1 Hưng Vượng 2, Bùi Bằng Đoàn, P. Tân Phong, Quận 7, TP. HCM	4.5	999+	09:30 - 22:30	100,000	165,000	0.0%	7.0	524
Quán ăn	Bánh Tráng Trộn &amp; Ăn Vặt Cô Bông - Huỳnh Tấn Phát	502/11/1 Huỳnh Tấn Phát, P. Bình Thuận, Quận 7, TP. HCM	4.5	100+	09:00 - 22:00	10,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Sườn 2 Lúa - Phạm Hùng	24D Phạm Hùng, Ấp 5 mới, X. Bình Hưng, Bình Chánh, TP. HCM	0	0	09:00 - 13:00	0	0	0.0%	0	0
Quán ăn	Dimsum Phúc Phúc	31 Đường Số 26, P. 10, Quận 6, TP. HCM	4.5	100+	06:30 - 22:00	40,000	75,000	0.0%	<span>_._</span>	0
Quán ăn	Nhà Hàng Hải Sơn - Lẩu Dê &amp; Hải Sản Tươi Sống - Lê Văn Thiêm	15/1 Lê Văn Thiêm, P. Tân Phong, Quận 7, TP. HCM	0	0	10:00 - 21:00	50,000	400,000	0.0%	0	0
Café/Dessert	K Coffee - Phú Mỹ Hưng	R4-46 Đường Nội Khu Hưng Phước 4, Phú Mỹ Hưng, P. Tân Phong, Quận 7, TP. HCM	0	0	06:30 - 22:30	7,000	59,000	0.0%	0	0
Café/Dessert	Royaltea - Trà Sữa Hong Kong - Nguyễn Thị Huê	35/5 Nguyễn Thị Huê, P. Bà Điểm, Hóc Môn, TP. HCM	4.5	100+	09:00 - 21:30	30,000	60,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Xiên Que Cá Viên Thỏ Koon - Ăn Vặt &amp; Xiên Que - Hương Lộ 2	689/1L Hương Lộ 2, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	100+	00:00 - 01:59 | 10:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Royal Sushi - 956 Nguyễn Văn Linh (không có menu)	954 - 956 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM	4.5	10+	09:00 - 20:15	69,000	2,000,000	0.0%	0	0
Quán ăn	Trà Sữa GOLDCHA - Nguyễn Thị Đặng	4E/1 Nguyễn Thị Đặng, P. Hiệp Thành, Quận 12, TP. HCM	4.5	100+	08:45 - 21:45	0	0	0.0%	<span>_._</span>	0
Quán ăn	TIẾN VUA FOOD - Gà Rán Sốt Hàn Quốc - Đường Số 11	116/23 Đường Số 11, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	10+	08:00 - 21:00	19,000	39,000	0.0%	<span>_._</span>	0
Quán ăn	Tiến Vua Food - Súp Bào Ngư Cua Khổng Lồ - Đường Số 11	116/23 Hẻm 116 Đường Số 11, P. Trường Thọ, Thủ Đức, TP. HCM	5.0	50+	08:00 - 21:00	0	0	0.0%	9.4	1
Quán ăn	Tiến Vua Food - Yến Tươi Chưng Sẵn - Đường Số 11	116/23 Đường 11, P. Trường Thọ, Thủ Đức, TP. HCM	0	0	08:00 - 21:00	39,000	179,000	0.0%	0	0
Café/Dessert	KOMCHA - Trà &amp; Cà Phê - Hương Lộ 2	688/37/18 Hương Lộ 2, P. Bình Trị Đông A, Bình Tân, TP. HCM	5.0	10+	08:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Phú Mỹ Hưng (không có menu)	F016 Hưng Vượng, Đường Số 6, P. Tân Phong, Quận 7, TP. HCM	4.5	999+	09:00 - 21:00	29,000	57,000	0.0%	1.8	2
Café/Dessert	Tocotoco Bubble Tea - Tỉnh Lộ 10	657 Tỉnh Lộ 10, P. Bình Trị Đông B, Bình Tân, TP. HCM	4.5	999+	10:15 - 21:30	10,000	60,000	0.0%	5.5	2
Quán ăn	Bánh Cuốn Thanh Phương	12 Đường Số 3, P. An Lạc A, Bình Tân, TP. HCM	4.5	500+	06:30 - 19:00	10,000	25,000	0.0%	7.4	2
Quán ăn	Hamburger &amp; Hotdog 16B - 40 Đường 16B	40 Đường 16B, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	10+	07:00 - 17:00	20,000	30,000	0.0%	10.0	1
Ăn vặt/vỉa hè, Shop Online	Tiến Vua Food - Súp Bào Ngư Vi Cá	116/23 Đường Số 11, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	50+	08:00 - 21:00	0	0	0.0%	9.4	1
Nhà hàng	Burger King - Phú Mỹ Hưng (không có menu)	952 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM	4.5	999+	10:00 - 22:00	80,000	121,000	0.0%	6.1	33
Quán ăn	Pizza Italia &amp; Milk Tea	26/4A1 Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM	4.5	100+	09:00 - 21:00	59,000	149,000	0.0%	<span>_._</span>	0
Café/Dessert	Rau Má Halo - Tô Ký	Đối Diện 469 Tô Ký, P. Trung Mỹ Tây, Quận 12, TP. HCM	4.5	50+	09:00 - 21:00	5,000	30,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Nước Ép Detox &amp; Sinh Tố - Ăn Vặt MIKA	17/6 Bà Điểm 11, X. Bà Điểm, Hóc Môn, TP. HCM	4.5	50+	06:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Shop Online	Xôi Xéo Bà 3 Béo - Món Ngon Hà Nội - Shop Online	101 Trần Trọng Cung, P. Tân Thuận Đông, Quận 7, TP. HCM	4.5	500+	06:00 - 21:30	5,000	25,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Chiên, Mì Xào, Bò Kho, Khánh An Quán	47 Tân Chánh Hiệp 35, P. Tân Chánh Hiệp, Quận 12, TP. HCM	4.5	100+	09:00 - 21:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Gà Sài Gòn - Bình Phú	31 Bình Phú (Kiot Số 9 Đường 32), P. 10, Quận 6, TP. HCM	0.0	4	10:00 - 23:00	99,000	359,000	0.0%	<span>_._</span>	0
Quán ăn	Vịt Tỳ Bà Tứ Vị 91 - Đặc Sản Lạng Sơn Trứ Danh &amp; Đặc Sản Tây Bắc - Bình Phú	31 Bình Phú, P. 10, Quận 6, TP. HCM	0	0	10:00 - 23:00	0	0	0.0%	0	0
Quán ăn	Bún Đậu Cô Tư - Nguyễn Ảnh Thủ (không có menu)	12A Nguyễn Ảnh Thủ, Tổ 13, KP. 6, P. Hiệp Thành, Quận 12, TP. HCM	4.5	10+	08:30 - 21:30	50,000	290,000	0.0%	0	0
Quán ăn	Quán Ngon Trảng Bàng - Chính Gốc - Không Chi Nhánh	68A Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM	4.5	999+	07:00 - 22:00	30,000	110,000	0.0%	8.0	20
Quán ăn, Shop Online	Bếp Hồng - Bánh Mì &amp; Bánh Gà - Đường 39	4 Đường Số 39, P. Linh Đông, Thủ Đức, TP. HCM	4.5	100+	08:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Nước Ép, Sinh Tố &amp; Bánh Tráng Trộn - MAIKA	17/6 Bà Điểm 11, X. Bà Điểm, Hóc Môn, TP. HCM	4.5	50+	07:30 - 21:00	20,000	80,000	0.0%	10.0	3
Quán ăn	Tiệm Bánh Phương Anh 2 - Nguyễn Duy Trinh	155 Nguyễn Duy Trinh, P. Bình Trưng Tây, Thủ Đức, TP. HCM	4.5	10+	06:00 - 23:30	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Trà Sữa Ăn Vặt Gia Hân  - 759/5/8 Hương Lộ 2 (không có menu)	759 /5/8 Hương Lộ 2, P. Bình Trị Đông A, Bình Tân, TP. HCM	0	0	09:00 - 23:59	0	0	0.0%	0	0
Ăn vặt/vỉa hè	Chị Mai Bánh Bèo - Ăn Vặt - Đường số 14 (không có menu)	17 Đường số 14, An Hòa 2, KDC Năm Long, P. Tân Thuận Đông, Quận 7, TP. HCM	4.5	8	08:00 - 22:00	0	0	0.0%	0	0
Café/Dessert	Trà Sữa Miun Tea - An Dương Vương	443 An Dương Vương, P. 11, Quận 6, TP. HCM	0.0	2	10:00 - 22:00	5,000	50,000	0.0%	<span>_._</span>	0
Shop Online	Bánh Tráng Trộn &amp; Trà Sữa Subon - Ăn Vặt - Tx31	43b/1 Đường TX31, P. Thạnh Xuân, Quận 12, TP. HCM	4.5	10+	06:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Shop Online	Ăn Vặt Ty Pun - Bánh Tráng Phơi Sương &amp; Trái Cây Cắt Sẵn	A10/27X1, Đường Số 1, KDC Bình Hưng, Bình Chánh, TP. HCM	4.5	999+	09:30 - 23:00	10,000	90,000	0.0%	6.6	3
Quán ăn	Phở Cồ Nam Định - Trung Mỹ Tây 13 (không có menu)	Bis 01 - 419 Trung Mỹ Tây 13, Quận 12, TP. HCM	4.5	100+	05:30 - 21:00	40,000	50,000	0.0%	0	0
Quán ăn, Quán nhậu	Hủ Tiếu Mực Vũng Tàu Ydo - Jihye - 218 Phạm Thái Bường	218 Phạm Thái Bường, P. Tân Phong, Quận 7, TP. HCM	4.5	10+	07:00 - 21:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Kem IÊU - Kem Vì Sức Khỏe	40 Đường Số 25, P. 10, Quận 6, TP. HCM	5.0	2	07:00 - 22:00	25,000	120,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Mì Hà Nội Quang Thắng - 337 Mã Lò	337 Mã Lò, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	100+	05:00 - 23:00	10,000	200,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Bún Chè Ngon - Phạm Thái Bường	A-002, Khu Phố Mỹ Phước, Đường Phạm Thái Bường, P. Tân Phong, Quận 7, TP. HCM	5.0	1	06:00 - 22:00	30,000	70,000	0.0%	<span>_._</span>	0
Café/Dessert, Quán ăn	Cửa Hàng Trái Cây Sạch &amp; Ăn Vặt - Lê Văn Lương	724/22 Lê Văn Lương, X. Phước Kiển, Nhà Bè, TP. HCM	4.5	10+	00:00 - 23:59	5,000	150,000	0.0%	10.0	1
Quán ăn	RiChii - Cơm Gà Sốt	14A Đường Số 6, P. An Lạc A, Bình Tân, TP. HCM	4.5	500+	08:00 - 14:55	8,000	40,000	0.0%	9.8	2
Café/Dessert	TocoToco Bubble Tea - Đường Số 23	17 Đường Số 23, P. 10, Quận 6, TP. HCM	4.5	999+	09:00 - 22:45	29,000	56,000	0.0%	8.5	30
Quán ăn	Gà Bó Xôi Nguyễn Hòa - Hương Lộ 2	730/1/10 Hương Lộ 2, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	100+	08:00 - 22:00	50,000	400,000	0.0%	<span>_._</span>	0
Shop Online	Cơm Văn Phòng Home (không có menu)	353/1 Chiến Lược, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	500+	09:00 - 21:00	30,000	100,000	0.0%	0	0
Shop Online	Tiger Food - Shop Online (không có menu)	353/1 Chiến Lược, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	500+	09:00 - 21:00	30,000	50,000	0.0%	0	0
Quán ăn	Ăn Vặt Cẩm Linh - Bánh Tráng Muối Nhuyễn &amp; Cơm Cháy Nước Mắm - Gò Xoài (không có menu)	278/28 Gò Xoài, P. Bình Hưng Hoà A, Bình Tân, TP. HCM	4.5	10+	06:00 - 22:30	15,000	20,000	0.0%	0	0
Ăn vặt/vỉa hè, Shop Online	Hạnh Phúc - Ăn Vặt, Trái Cây &amp; Nước Đậu Rang - Phan Cát Tựu	13Q Phan Cát Tựu, P. An Lạc A, Bình Tân, TP. HCM	5.0	8	10:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Hia Vũ - Cơm Tấm Sườn - Đường Số 7	221 Đường Số 7, P. Bình Trị Đông B, Bình Tân, TP. HCM	4.5	999+	10:00 - 13:40 | 17:20 - 20:40	20,000	50,000	0.0%	8.2	10
Shop Online	Bánh Mì Hấp Cô Nga - Mì &amp; Nui Xào	8A1 Tổ 21, KP. 2, P. Hiệp Thành, Quận 12, TP. HCM	4.5	10+	07:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Đậu Vàng - Bún Đậu Mắm Tôm NGON Bà Điểm - Phan Văn Hớn	48 Phan Văn Hớn, Hóc Môn, TP. HCM	4.5	100+	10:00 - 21:30	9,000	599,000	0.0%	<span>_._</span>	0
Quán ăn	Quán Cá Nướng - Chiến Lược	350 Chiến Lược, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.0	100+	00:01 - 23:59	35,000	200,000	0.0%	<span>_._</span>	0
Quán ăn	Trà Sữa &amp; Ăn Vặt - HONG ELLY	17 Đường Số 10, Khu Phố 4, P. Tam Bình, Thủ Đức, TP. HCM	4.5	10+	09:00 - 20:55	27,000	35,000	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Bobapop - Đường Số 1	219 Đường Số 1, P. Bình Trị Đông B, Bình Tân, TP. HCM	4.5	100+	09:00 - 21:55	22,000	49,000	0.0%	5.3	15
Quán ăn	Kore - Mì Cay 7 Cấp Độ Hàn Quốc - An Dương Vương	416 An Dương Vương, P. 10, Quận 6, TP. HCM	4.5	999+	09:00 - 22:30	0	0	0.0%	9.5	30
Quán ăn	Rana Food &amp; Drinks - HT17	8A3 HT 17, P. Hiệp Thành, Quận 12, TP. HCM	0	0	09:00 - 23:59	0	0	0.0%	0	0
Café/Dessert	Royaltea - An Dương Vương	416 An Dương Vương, P. 10, Quận 6, TP. HCM	4.5	999+	09:00 - 22:30	25,000	55,000	0.0%	9.0	26
Ăn vặt/vỉa hè	Trái Cây Sạch Subo - Trái Cây - Tân Chánh Hiệp 10	340/57 Tân Chánh Hiệp 10, P. Tân Chánh Hiệp, Quận 12, TP. HCM	4.5	50+	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Nhà hàng	Gà Rán KFC - Crescent Mall	Tầng 5, Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM	4.5	500+	10:00 - 21:00	30,000	88,000	0.0%	7.1	51
Café/Dessert	Conics Coffee - Trà Sữa &amp; Trà Kem Sữa - Kha Vạn Cân	778 Kha Vạn Cân, P. Linh Đông, Thủ Đức, TP. HCM	0	0	08:00 - 22:00	25,000	45,000	0.0%	0	0
Quán ăn	Bánh Đa Cua - Lẩu Cua Đồng Đất Cảng - Tên Lửa	412 Tên Lửa, P. Bình Trị Đông B, Bình Tân, TP. HCM	0.0	1	07:00 - 22:00	5,000	150,000	0.0%	<span>_._</span>	0
Café/Dessert	Mía Cộng - Nước Mía Sầu Riêng, Rau Má Và Bánh Mì Que - Nguyễn Hữu Thọ	Chung cư Saigon South Residence, 673 Nguyễn Hữu Thọ, P. Phước Kiển, Nhà Bè, TP. HCM	4.5	10+	09:00 - 21:40	0	0	0.0%	<span>_._</span>	0
Quán ăn	Tuấn Anh - Bánh Ướt Lòng Gà Đà Lạt - Huỳnh Tấn Phát	719/4 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM	4.5	100+	07:00 - 22:30	0	0	0.0%	<span>_._</span>	0
Café/Dessert	TocoToco Bubble Tea - Đường Số 14	37 Đường Số 14, KDC Vĩnh Lộc, P. Bình Hưng Hòa B, Bình Tân, TP. HCM	4.5	100+	09:00 - 21:45	29,000	49,000	0.0%	<span>_._</span>	0
Café/Dessert	Cafe Lyon - Cà Phê &amp; Bánh Mì Que Đà Nẵng - 37C Đường Số 8	37C Đường Số 8, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	10+	06:00 - 18:30	0	0	0.0%	<span>_._</span>	0
Quán ăn	Bún Thái HongKong - Cô Út - Đường 32	94 Đường 32, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	07:00 - 20:00	0	0	0.0%	10.0	1
Café/Dessert	Trà Sữa Tròn 94	49 Đường Số 14, KDC Vĩnh Lộc, P. Bình Hưng Hòa B, Bình Tân, TP. HCM	4.5	999+	10:00 - 22:30	15,000	35,000	0.0%	<span>_._</span>	0
Café/Dessert	Homies - Trà Sữa Phô Mai Tươi Đài Loan - Hồ Bá Phấn	49 Hồ Bá Phấn, P. Phước Long A, Thủ Đức, TP. HCM	4.5	500+	09:00 - 22:00	19,000	27,000	0.0%	7.9	2
Quán ăn	Bánh Cuốn 81 - Bánh Cuốn - Nguyễn Tư Nghiêm	38 Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Thủ Đức, TP. HCM	4.5	50+	06:00 - 17:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Hoàng Gia - Gà Quay Bánh Bao &amp; Sườn Non Quay - Phan Văn Hớn	1/1 Phan Văn Hớn, Ấp Trung Lân, X. Bà Điểm, Hóc Môn, TP. HCM	0	0	09:00 - 22:00	50,000	400,000	0.0%	0	0
Quán ăn	Street Food - Gà Rán Pizza, Hamburger - Tây Hòa	69 Tây Hoà, P. Phước Long A, Thủ Đức, TP. HCM	4.5	100+	08:00 - 22:00	10,000	200,000	0.0%	<span>_._</span>	0
Quán ăn	3 Râu - Gà Rán, Pizza &amp; Trà Sữa - Hà Huy Giáp	578 Hà Huy Giáp, P. Thạnh Lộc, Quận 12, TP. HCM	4.5	500+	07:00 - 22:00	12,000	120,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Mì DVp Bakery - Bánh Mì - Tô Ngọc Vân	566A Tô Ngọc Vân, P. Tam Bình, Thủ Đức, TP. HCM	4.5	4	06:00 - 15:00	0	0	0.0%	<span>_._</span>	0
Shop Online	Gà Bó Xôi 1Ngon	65/6 Nguyễn Thị Huê, Ấp Trung Lân, Xã Bà Điểm, Hóc Môn, TP. HCM	4.5	100+	08:00 - 19:00	260,000	400,000	0.0%	7.3	17
Café/Dessert	Trà Sữa Hoàng Yến - Hồ Bá Phấn	98b Hồ Bá Phấn, P. Phước Long A, Thủ Đức, TP. HCM	4.5	100+	10:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	MUA TỪNG GIÂY - Bánh Hỏi Heo Quay &amp; Bún Thịt Nướng - Thới An 10	67 Thới An 10, P. Thới An, Quận 12, TP. HCM	4.5	10+	07:00 - 22:00	0	0	0.0%	9.9	3
Quán ăn	Đại Đồng Delivery - Cơm Tấm &amp; Mì Trộn - Kha Vạn Cân	942/1 Kha Vạn Cân, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	999+	09:30 - 14:00	20,000	50,000	0.0%	8.6	3
Shop Online	Ăn Vặt Đệ Nhất - Trà Sữa &amp; Bánh Tráng Trộn - Đường Số 11	41/4 Đường Số 11, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	50+	00:00 - 01:03 | 08:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán ăn	Sarada - Poke Salad &amp; Juice - Huỳnh Tấn Phát	672A/16 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM	5.0	10+	08:00 - 20:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Say Hi My - Trà Sữa - Tô Ngọc Vân	448 Tô Ngọc Vân, P. Tam Phú, Thủ Đức, TP. HCM	4.5	50+	09:00 - 21:55	0	0	0.0%	9.7	48
Café/Dessert	Trà Sữa Khoái Khoái	920 Tỉnh Lộ 10, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	10+	07:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa BB - Trà Sữa Full Topping &amp; Bánh Tráng Trộn	840/15/1 Hương Lộ 2, P. Bình Trị Đông A, Bình Tân, TP. HCM	0.0	3	09:30 - 21:00	18,000	30,000	0.0%	<span>_._</span>	0
Café/Dessert	Trà Dâu Mr. Đỏ - Tô Ngọc Vân	79 Tô Ngọc Vân, P. Linh Tây, Thủ Đức, TP. HCM	4.5	50+	09:00 - 22:30	20,000	30,000	0.0%	<span>_._</span>	0
Quán ăn	Lẩu Cá Chua Cay 79k - Quán Gạo	26A Ngô Chí Quốc, P. Bình Chiểu, Thủ Đức, TP. HCM	4.5	10+	10:00 - 20:40	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bột Chiên 49 - Lê Đình Cẩn	80 Lê Đình Cẩn, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	50+	06:00 - 17:30	12,000	30,000	0.0%	<span>_._</span>	0
Café/Dessert	Coco Plus - Nước Dừa Mix Topping &amp; Bánh Tráng	310 Tân Chánh Hiệp 10, P. Tân Chánh Hiệp, Quận 12, TP. HCM	5.0	10+	07:30 - 20:30	0	0	0.0%	<span>_._</span>	0
Quán ăn	Trà Sữa Nobu Tea &amp; Coffe - Trà Sữa &amp; Coffe - 29 Đường 37 (không có menu)	29 Đường Số 37, P. 10, Quận 6, TP. HCM	4.0	4	08:00 - 22:00	0	0	0.0%	0	0
Shop Online	Nước Ép Changg Chan - Sinh Tố &amp; Nước Ép - Đường Số 1	Số 7 Đường Số 1, P. Linh Tây, Thủ Đức, TP. HCM	0	0	07:00 - 22:00	0	0	0.0%	0	0
Quán ăn	Bún Mắm Nêm Miền Trung &amp; Bún Mắm Nêm Dưa Cà - 27 Đường 13	27 Đường 13, P. Bình Trưng Tây, Thủ Đức, TP. HCM	4.5	10+	08:30 - 21:59	12,000	65,000	0.0%	<span>_._</span>	0
Café/Dessert	Swebi Cafe - Tên Lửa (không có menu)	250 Tên Lửa, P. Bình Trị Đông B, Bình Tân, TP. HCM	4.5	500+	08:30 - 21:30	20,000	40,000	0.0%	0	0
Quán ăn, Ăn vặt/vỉa hè	Tiệm Bánh Tráng Abi &amp; Đồ Ăn Vặt Đài Loan -  Đường 13 (không có menu)	67 Đường 13, P. Bình Trưng Tây, Thủ Đức, TP. HCM	4.5	10+	09:00 - 23:00	10,000	90,000	0.0%	0	0
Ăn chay	SeVa - Nhà Hàng Chay	847 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM	4.5	500+	08:00 - 14:00 | 16:00 - 22:00	10,000	200,000	0.0%	6.1	20
Quán ăn	Bún Riêu &amp; Canh Bún Phúc Vinh - Hiệp Thành 12	57M Hiệp Thành 12, P. Hiệp Thành, Quận 12, TP. HCM	4.5	50+	06:00 - 19:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Naveen Tea &amp; Food - Hiệp Thành 13	325 Hiệp Thành 13, P. Hiệp Thành, Quận 12, TP. HCM	4.5	50+	08:00 - 22:00	10,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Bao Thọ Phát - Lê Văn Lương	857 Lê Văn Lương, Ấp 5, X. Phước Kiển, Nhà Bè, TP. HCM	4.5	100+	05:30 - 21:30	10,000	14,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Gà Nướng Muối Ớt &amp; Bánh Xèo - Hưng Lân	17/3C Hưng Lân, X. Bà Điểm, Hóc Môn, TP. HCM	4.5	100+	00:00 - 23:58	5,000	150,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Mì Hà Nội - Bánh Mì - 910 Hương Lộ 2	910 Hương Lộ 2, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	8	06:00 - 23:59	0	0	0.0%	<span>_._</span>	0
