,Food,Price
0,Dê Xiên,"10,000"
1,Sụn,"8,000"
2,Chân Giò Rút,"10,000"
3,Đậu Phụ Thối,"5,000"
4,Basa Hoa Quả,"7,000"
5,Ba Chỉ,"80,000"
6,Thịt Dải,"8,000"
7,Rau Củ Xiên,"5,000"
8,Bò Lúc Lắc,"15,000"
9,Bò Cuốn Cải,"12,000"
10,Bò Cuốn Nấm Kim Châm,"12,000"
11,Hồ Hô Cá,"10,000"
12,Lạc Xưỡng Quế,"15,000"
13,Chả Quế,"7,000"
14,Chân Nấm,"7,000"
