,Food,Price
0,Bánh Mì Tam Giác,"25,000"
1,Bánh Mì Trứng Thịt,"30,000"
2,Bông Lan Trứng Muối Bé,"25,000"
3,Bông Lan Sốt Ruốc Bé,"25,000"
4,Bông Lan Trứng Muối Bát To,"50,000"
5,Bánh Mì Sandwich,"20,000"
6,Bánh Mì Hoa Cúc,"45,000"
7,Bông Lan Cuộn Trà Xanh,"35,000"
8,Bánh Mì Xúc Xích,"15,000"
9,Bánh Mì Xúc Xích Thịt,"25,000"
10,Bánh Sandwich Đen,"30,000"
11,Bánh Mì Trứng Xúc Xích,"25,000"
12,Bánh mỳ trứng ,"13,000"
